Garis Kemiskinan Menurut Kabupaten Kota (Rupiah/Kapita/Bulan),,
NAMA WILAYAH,TAHUN,GARIS KEMISKINAN (Rupiah/Kapita/Bulan)
SUMBA BARAT DAYA,2023,475879
NAGEKEO,2016,292032
NAGEKEO,2017,316717
NAGEKEO,2018,323316
NAGEKEO,2019,328646
NAGEKEO,2020,353481
NAGEKEO,2021,386027
NAGEKEO,2022,422982
NAGEKEO,2023,472041
MANGGARAI TIMUR,2016,276703
MANGGARAI TIMUR,2017,299530
MANGGARAI TIMUR,2018,313593
MANGGARAI TIMUR,2019,318762
MANGGARAI TIMUR,2020,344642
MANGGARAI TIMUR,2021,373972
MANGGARAI TIMUR,2022,411670
MANGGARAI TIMUR,2023,446504
SABU RAIJUA,2016,332332
SABU RAIJUA,2017,354983
SABU RAIJUA,2018,368187
SABU RAIJUA,2019,374256
SABU RAIJUA,2020,403846
SABU RAIJUA,2021,438492
SABU RAIJUA,2022,480844
SABU RAIJUA,2023,526831
MALAKA,2016,302584
MALAKA,2017,321052
MALAKA,2018,330899
MALAKA,2019,348919
MALAKA,2020,371812
MALAKA,2021,378824
MALAKA,2022,419292
MALAKA,2023,458399
KOTA KUPANG,2016,482857
KOTA KUPANG,2017,504179
KOTA KUPANG,2018,518095
KOTA KUPANG,2019,545219
KOTA KUPANG,2020,587921
KOTA KUPANG,2021,599880
KOTA KUPANG,2022,648982
KOTA KUPANG,2023,732921
KALIMANTAN BARAT,2016,347880
KALIMANTAN BARAT,2017,377219
KALIMANTAN BARAT,2018,409287
KALIMANTAN BARAT,2019,438555
KALIMANTAN BARAT,2020,471200
KALIMANTAN BARAT,2021,483454
KALIMANTAN BARAT,2022,520660
KALIMANTAN BARAT,2023,563288
SAMBAS,2016,345066
SAMBAS,2017,369202
SAMBAS,2018,407346
SAMBAS,2019,427240
SAMBAS,2020,438062
SAMBAS,2021,451173
SAMBAS,2022,472079
SAMBAS,2023,498209
BENGKAYANG,2016,291430
BENGKAYANG,2017,311815
BENGKAYANG,2018,339891
BENGKAYANG,2019,357112
BENGKAYANG,2020,365755
BENGKAYANG,2021,372793
BENGKAYANG,2022,396037
BENGKAYANG,2023,416148
LANDAK,2016,300123
LANDAK,2017,320600
LANDAK,2018,351942
LANDAK,2019,374117
LANDAK,2020,385314
LANDAK,2021,395486
LANDAK,2022,414536
LANDAK,2023,451681
PONTIANAK,2016,292129
PONTIANAK,2017,318682
PONTIANAK,2018,337350
PONTIANAK,2019,360962
PONTIANAK,2020,379808
PONTIANAK,2021,387948
PONTIANAK,2022,414334
PONTIANAK,2023,444790
SANGGAU,2016,265067
SANGGAU,2017,283608
SANGGAU,2018,312909
SANGGAU,2019,328763
SANGGAU,2020,346983
SANGGAU,2021,363714
SANGGAU,2022,395305
SANGGAU,2023,416112
KETAPANG,2016,366250
KETAPANG,2017,391868
KETAPANG,2018,432354
KETAPANG,2019,454160
KETAPANG,2020,468450
KETAPANG,2021,482824
KETAPANG,2022,499724
KETAPANG,2023,539108
SINTANG,2016,446381
SINTANG,2017,477604
SINTANG,2018,551704
SINTANG,2019,556885
SINTANG,2020,573128
SINTANG,2021,593844
SINTANG,2022,620670
SINTANG,2023,644010
KAPUAS HULU,2016,369981
KAPUAS HULU,2017,384275
KAPUAS HULU,2018,430652
KAPUAS HULU,2019,452471
KAPUAS HULU,2020,465360
KAPUAS HULU,2021,481826
KAPUAS HULU,2022,508087
KAPUAS HULU,2023,543301
SEKADAU,2016,269324
SEKADAU,2017,288162
SEKADAU,2018,313930
SEKADAU,2019,329835
SEKADAU,2020,339456
SEKADAU,2021,351726
SEKADAU,2022,370836
SEKADAU,2023,392195
MELAWI,2016,431660
MELAWI,2017,461462
MELAWI,2018,509138
MELAWI,2019,534933
MELAWI,2020,550535
MELAWI,2021,570434
MELAWI,2022,602209
MELAWI,2023,640608
KAYONG UTARA,2016,244046
KAYONG UTARA,2017,260114
KAYONG UTARA,2018,287078
KAYONG UTARA,2019,302811
KAYONG UTARA,2020,311643
KAYONG UTARA,2021,321356
KAYONG UTARA,2022,339089
KAYONG UTARA,2023,365262
KUBU RAYA,2016,329511
KUBU RAYA,2017,359461
KUBU RAYA,2018,377302
KUBU RAYA,2019,401586
KUBU RAYA,2020,423430
KUBU RAYA,2021,431211
KUBU RAYA,2022,457367
KUBU RAYA,2023,492642
KOTA PONTIANAK,2016,427783
KOTA PONTIANAK,2017,439648
KOTA PONTIANAK,2018,483618
KOTA PONTIANAK,2019,523736
KOTA PONTIANAK,2020,567432
KOTA PONTIANAK,2021,578615
KOTA PONTIANAK,2022,622735
KOTA PONTIANAK,2023,677512
KOTA SINGKAWANG,2016,387801
KOTA SINGKAWANG,2017,410717
KOTA SINGKAWANG,2018,464673
KOTA SINGKAWANG,2019,492131
KOTA SINGKAWANG,2020,510596
KOTA SINGKAWANG,2021,527892
KOTA SINGKAWANG,2022,552823
KOTA SINGKAWANG,2023,588561
KALIMANTAN TENGAH,2016,373484
KALIMANTAN TENGAH,2017,401537
KALIMANTAN TENGAH,2018,413529
KALIMANTAN TENGAH,2019,438248
KALIMANTAN TENGAH,2020,485635
KALIMANTAN TENGAH,2021,506982
KALIMANTAN TENGAH,2022,548816
KALIMANTAN TENGAH,2023,596184
KOTAWARINGIN BARAT,2016,319064
KOTAWARINGIN BARAT,2017,338230
KOTAWARINGIN BARAT,2018,344337
KOTAWARINGIN BARAT,2019,360942
KOTAWARINGIN BARAT,2020,397883
KOTAWARINGIN BARAT,2021,418388
KOTAWARINGIN BARAT,2022,476297
KOTAWARINGIN BARAT,2023,513949
KOTAWARINGIN TIMUR,2016,353640
KOTAWARINGIN TIMUR,2017,381776
KOTAWARINGIN TIMUR,2018,393474
KOTAWARINGIN TIMUR,2019,416777
KOTAWARINGIN TIMUR,2020,446039
KOTAWARINGIN TIMUR,2021,467551
KOTAWARINGIN TIMUR,2022,510290
KOTAWARINGIN TIMUR,2023,547170
KAPUAS,2016,266943
KAPUAS,2017,283222
KAPUAS,2018,291820
KAPUAS,2019,305809
KAPUAS,2020,332999
KAPUAS,2021,345272
KAPUAS,2022,424066
KAPUAS,2023,485958
BARITO SELATAN,2016,355341
BARITO SELATAN,2017,377932
BARITO SELATAN,2018,389405
BARITO SELATAN,2019,408072
BARITO SELATAN,2020,433787
BARITO SELATAN,2021,450706
BARITO SELATAN,2022,481352
BARITO SELATAN,2023,512492
BARITO UTARA,2016,420100
BARITO UTARA,2017,446807
BARITO UTARA,2018,450936
BARITO UTARA,2019,472552
BARITO UTARA,2020,504430
BARITO UTARA,2021,525236
BARITO UTARA,2022,563393
BARITO UTARA,2023,590832
SUKAMARA,2016,418026
SUKAMARA,2017,427101
SUKAMARA,2018,442086
SUKAMARA,2019,469353
SUKAMARA,2020,522601
SUKAMARA,2021,568578
SUKAMARA,2022,619116
SUKAMARA,2023,648534
LAMANDAU,2016,380888
LAMANDAU,2017,409912
LAMANDAU,2018,411088
LAMANDAU,2019,430656
LAMANDAU,2020,479514
LAMANDAU,2021,539744
LAMANDAU,2022,588591
LAMANDAU,2023,634710
SERUYAN,2016,387592
SERUYAN,2017,415798
SERUYAN,2018,428539
SERUYAN,2019,454971
SERUYAN,2020,504264
SERUYAN,2021,529892
SERUYAN,2022,571049
SERUYAN,2023,608186
KATINGAN,2016,387848
KATINGAN,2017,412113
KATINGAN,2018,420418
KATINGAN,2019,434609
KATINGAN,2020,474056
KATINGAN,2021,498487
KATINGAN,2022,553082
KATINGAN,2023,589596
PULANG PISAU,2016,335165
PULANG PISAU,2017,347878
PULANG PISAU,2018,349978
PULANG PISAU,2019,365674
PULANG PISAU,2020,395989
PULANG PISAU,2021,411258
PULANG PISAU,2022,454933
PULANG PISAU,2023,507058
GUNUNG MAS,2016,365198
GUNUNG MAS,2017,388415
GUNUNG MAS,2018,388864
GUNUNG MAS,2019,403045
GUNUNG MAS,2020,438881
GUNUNG MAS,2021,456984
GUNUNG MAS,2022,479550
GUNUNG MAS,2023,526341
BARITO TIMUR,2016,442068
BARITO TIMUR,2017,467091
BARITO TIMUR,2018,478510
BARITO TIMUR,2019,487185
BARITO TIMUR,2020,517183
BARITO TIMUR,2021,534896
BARITO TIMUR,2022,571786
BARITO TIMUR,2023,623053
MURUNG RAYA,2016,402682
MURUNG RAYA,2017,421903
MURUNG RAYA,2018,442639
MURUNG RAYA,2019,462334
MURUNG RAYA,2020,492693
MURUNG RAYA,2021,510939
MURUNG RAYA,2022,550105
MURUNG RAYA,2023,607650
KOTA PALANGKA RAYA,2016,324082
KOTA PALANGKA RAYA,2017,345417
KOTA PALANGKA RAYA,2018,353853
KOTA PALANGKA RAYA,2019,379420
KOTA PALANGKA RAYA,2020,435008
KOTA PALANGKA RAYA,2021,456276
KOTA PALANGKA RAYA,2022,485800
KOTA PALANGKA RAYA,2023,530223
KALIMANTAN SELATAN,2016,377480
KALIMANTAN SELATAN,2017,402424
KALIMANTAN SELATAN,2018,427774
KALIMANTAN SELATAN,2019,457222
KALIMANTAN SELATAN,2020,497262
KALIMANTAN SELATAN,2021,519150
KALIMANTAN SELATAN,2022,553073
KALIMANTAN SELATAN,2023,604266
TANAH LAUT,2016,400757
TANAH LAUT,2017,425152
TANAH LAUT,2018,447212
TANAH LAUT,2019,480010
TANAH LAUT,2020,522845
TANAH LAUT,2021,537854
TANAH LAUT,2022,575061
TANAH LAUT,2023,620532
KOTA BARU,2016,369147
KOTA BARU,2017,384977
KOTA BARU,2018,401300
KOTA BARU,2019,416388
KOTA BARU,2020,466121
KOTA BARU,2021,481452
KOTA BARU,2022,505601
KOTA BARU,2023,556962
BANJAR,2016,360494
BANJAR,2017,381862
BANJAR,2018,400081
BANJAR,2019,429422
BANJAR,2020,462375
BANJAR,2021,482867
BANJAR,2022,514991
BANJAR,2023,561521
BARITO KUALA,2016,274571
BARITO KUALA,2017,291285
BARITO KUALA,2018,297199
BARITO KUALA,2019,318995
BARITO KUALA,2020,340526
BARITO KUALA,2021,355160
BARITO KUALA,2022,375707
BARITO KUALA,2023,417110
TAPIN,2016,369153
TAPIN,2017,390488
TAPIN,2018,405591
TAPIN,2019,406367
TAPIN,2020,446577
TAPIN,2021,459160
TAPIN,2022,484113
TAPIN,2023,516532
HULU SUNGAI SELATAN,2016,409235
HULU SUNGAI SELATAN,2017,431296
HULU SUNGAI SELATAN,2018,444455
HULU SUNGAI SELATAN,2019,461581
HULU SUNGAI SELATAN,2020,528622
HULU SUNGAI SELATAN,2021,494203
HULU SUNGAI SELATAN,2022,516857
HULU SUNGAI SELATAN,2023,547855
HULU SUNGAI TENGAH,2016,322392
HULU SUNGAI TENGAH,2017,341024
HULU SUNGAI TENGAH,2018,354214
HULU SUNGAI TENGAH,2019,365008
HULU SUNGAI TENGAH,2020,417778
HULU SUNGAI TENGAH,2021,425438
HULU SUNGAI TENGAH,2022,444331
HULU SUNGAI TENGAH,2023,475655
HULU SUNGAI UTARA,2016,385338
HULU SUNGAI UTARA,2017,407608
HULU SUNGAI UTARA,2018,420783
HULU SUNGAI UTARA,2019,436997
HULU SUNGAI UTARA,2020,488237
HULU SUNGAI UTARA,2021,501994
HULU SUNGAI UTARA,2022,526919
HULU SUNGAI UTARA,2023,561429
TABALONG,2016,406669
TABALONG,2017,430129
TABALONG,2018,446765
TABALONG,2019,463980
TABALONG,2020,531180
TABALONG,2021,542800
TABALONG,2022,573018
TABALONG,2023,615912
TANAH BUMBU,2016,408481
TANAH BUMBU,2017,427852
TANAH BUMBU,2018,451714
TANAH BUMBU,2019,475763
TANAH BUMBU,2020,513803
TANAH BUMBU,2021,530568
TANAH BUMBU,2022,557500
TANAH BUMBU,2023,619249
BALANGAN,2016,348442
BALANGAN,2017,368580
BALANGAN,2018,382835
BALANGAN,2019,396532
BALANGAN,2020,441488
BALANGAN,2021,453928
BALANGAN,2022,476190
BALANGAN,2023,508157
KOTA BANJARMASIN,2016,417174
KOTA BANJARMASIN,2017,445428
KOTA BANJARMASIN,2018,477210
KOTA BANJARMASIN,2019,509773
KOTA BANJARMASIN,2020,543546
KOTA BANJARMASIN,2021,606330
KOTA BANJARMASIN,2022,651383
KOTA BANJARMASIN,2023,708617
KOTA BANJAR BARU,2016,505380
KOTA BANJAR BARU,2017,539608
KOTA BANJAR BARU,2018,572195
KOTA BANJAR BARU,2019,614757
KOTA BANJAR BARU,2020,652030
KOTA BANJAR BARU,2021,653556
KOTA BANJAR BARU,2022,692830
KOTA BANJAR BARU,2023,753899
KALIMANTAN TIMUR,2016,511205
KALIMANTAN TIMUR,2017,548094
KALIMANTAN TIMUR,2018,574704
KALIMANTAN TIMUR,2019,609155
KALIMANTAN TIMUR,2020,662302
KALIMANTAN TIMUR,2021,689035
KALIMANTAN TIMUR,2022,728208
KALIMANTAN TIMUR,2023,790186
PASER,2016,395803
PASER,2017,433823
PASER,2018,455635
PASER,2019,477440
PASER,2020,515414
PASER,2021,527659
PASER,2022,556371
PASER,2023,600332
KUTAI BARAT,2016,447311
KUTAI BARAT,2017,485551
KUTAI BARAT,2018,517621
KUTAI BARAT,2019,542393
KUTAI BARAT,2020,583532
KUTAI BARAT,2021,598037
KUTAI BARAT,2022,635478
KUTAI BARAT,2023,679660
KUTAI KARTANEGARA,2016,424717
KUTAI KARTANEGARA,2017,450581
KUTAI KARTANEGARA,2018,485435
KUTAI KARTANEGARA,2019,503968
KUTAI KARTANEGARA,2020,548423
KUTAI KARTANEGARA,2021,569640
KUTAI KARTANEGARA,2022,605321
KUTAI KARTANEGARA,2023,644570
KUTAI TIMUR,2016,470228
KUTAI TIMUR,2017,512345
KUTAI TIMUR,2018,543442
KUTAI TIMUR,2019,569449
KUTAI TIMUR,2020,610858
KUTAI TIMUR,2021,626492
KUTAI TIMUR,2022,659136
KUTAI TIMUR,2023,714241
BERAU,2016,465161
BERAU,2017,496385
BERAU,2018,502564
BERAU,2019,526615
BERAU,2020,568500
BERAU,2021,595550
BERAU,2022,624948
BERAU,2023,677819
PENAJAM PASER UTARA,2016,391083
PENAJAM PASER UTARA,2017,426111
PENAJAM PASER UTARA,2018,447539
PENAJAM PASER UTARA,2019,466918
PENAJAM PASER UTARA,2020,499807
PENAJAM PASER UTARA,2021,513666
PENAJAM PASER UTARA,2022,538022
PENAJAM PASER UTARA,2023,583239
MAHAKAM HULU,2016,490563
MAHAKAM HULU,2017,534502
MAHAKAM HULU,2018,566944
MAHAKAM HULU,2019,588756
MAHAKAM HULU,2020,631517
MAHAKAM HULU,2021,644910
MAHAKAM HULU,2022,684644
MAHAKAM HULU,2023,740683
KOTA BALIKPAPAN,2016,498721
KOTA BALIKPAPAN,2017,530710
KOTA BALIKPAPAN,2018,545971
KOTA BALIKPAPAN,2019,572108
KOTA BALIKPAPAN,2020,613622
KOTA BALIKPAPAN,2021,657521
KOTA BALIKPAPAN,2022,680499
KOTA BALIKPAPAN,2023,743084
KOTA SAMARINDA,2016,566392
KOTA SAMARINDA,2017,594645
KOTA SAMARINDA,2018,616365
KOTA SAMARINDA,2019,658307
KOTA SAMARINDA,2020,719710
KOTA SAMARINDA,2021,750055
KOTA SAMARINDA,2022,784198
KOTA SAMARINDA,2023,850842
KOTA BONTANG,2016,513205
KOTA BONTANG,2017,542985
KOTA BONTANG,2018,549830
KOTA BONTANG,2019,582188
KOTA BONTANG,2020,636491
KOTA BONTANG,2021,665572
KOTA BONTANG,2022,697326
KOTA BONTANG,2023,763661
KALIMANTAN UTARA,2016,513614
KALIMANTAN UTARA,2017,552040
KALIMANTAN UTARA,2018,586049
KALIMANTAN UTARA,2019,651416
KALIMANTAN UTARA,2020,681035
KALIMANTAN UTARA,2021,710994
KALIMANTAN UTARA,2022,772914
KALIMANTAN UTARA,2023,817876
MALINAU,2016,516247
MALINAU,2017,528287
MALINAU,2018,539742
MALINAU,2019,585654
MALINAU,2020,616161
MALINAU,2021,650444
MALINAU,2022,692605
MALINAU,2023,749933
BULUNGAN,2016,383642
BULUNGAN,2017,398397
BULUNGAN,2018,413294
BULUNGAN,2019,448548
BULUNGAN,2020,472569
BULUNGAN,2021,486524
BULUNGAN,2022,514320
BULUNGAN,2023,551925
TANA TIDUNG,2016,354012
TANA TIDUNG,2017,366856
TANA TIDUNG,2018,376876
TANA TIDUNG,2019,406949
TANA TIDUNG,2020,425348
TANA TIDUNG,2021,440599
TANA TIDUNG,2022,462898
TANA TIDUNG,2023,490400
NUNUKAN,2016,351479
NUNUKAN,2017,377736
NUNUKAN,2018,403045
NUNUKAN,2019,430630
NUNUKAN,2020,450718
NUNUKAN,2021,479712
NUNUKAN,2022,519231
NUNUKAN,2023,556342
KOTA TARAKAN,2016,519774
KOTA TARAKAN,2017,572213
KOTA TARAKAN,2018,613593
KOTA TARAKAN,2019,654308
KOTA TARAKAN,2020,696585
KOTA TARAKAN,2021,711268
KOTA TARAKAN,2022,773446
KOTA TARAKAN,2023,819621
SULAWESI UTARA,2016,317478
SULAWESI UTARA,2017,333510
SULAWESI UTARA,2018,344418
SULAWESI UTARA,2019,371283
SULAWESI UTARA,2020,391197
SULAWESI UTARA,2021,410805
SULAWESI UTARA,2022,427016
SULAWESI UTARA,2023,463432
BOLAANG MONGONDOW,2016,277338
BOLAANG MONGONDOW,2017,287751
BOLAANG MONGONDOW,2018,295834
BOLAANG MONGONDOW,2019,315400
BOLAANG MONGONDOW,2020,325227
BOLAANG MONGONDOW,2021,343302
BOLAANG MONGONDOW,2022,355639
BOLAANG MONGONDOW,2023,394032
MINAHASA,2016,249736
MINAHASA,2017,255535
MINAHASA,2018,261388
MINAHASA,2019,275444
MINAHASA,2020,285596
MINAHASA,2021,299072
MINAHASA,2022,308634
MINAHASA,2023,338802
KEPULAUAN SANGIHE,2016,232736
KEPULAUAN SANGIHE,2017,240321
KEPULAUAN SANGIHE,2018,250475
KEPULAUAN SANGIHE,2019,263268
KEPULAUAN SANGIHE,2020,272971
KEPULAUAN SANGIHE,2021,283852
KEPULAUAN SANGIHE,2022,292549
KEPULAUAN SANGIHE,2023,313945
KEPULAUAN TALAUD,2016,246757
KEPULAUAN TALAUD,2017,257294
KEPULAUAN TALAUD,2018,265839
KEPULAUAN TALAUD,2019,284681
KEPULAUAN TALAUD,2020,294686
KEPULAUAN TALAUD,2021,308395
KEPULAUAN TALAUD,2022,319974
KEPULAUAN TALAUD,2023,352120
MINAHASA SELATAN,2016,283561
MINAHASA SELATAN,2017,296600
MINAHASA SELATAN,2018,303738
MINAHASA SELATAN,2019,324860
MINAHASA SELATAN,2020,336715
MINAHASA SELATAN,2021,352603
MINAHASA SELATAN,2022,365119
MINAHASA SELATAN,2023,394739
MINAHASA UTARA,2016,282494
MINAHASA UTARA,2017,294308
MINAHASA UTARA,2018,300764
MINAHASA UTARA,2019,321679
MINAHASA UTARA,2020,333535
MINAHASA UTARA,2021,347938
MINAHASA UTARA,2022,362428
MINAHASA UTARA,2023,391699
BOLAANG MONGONDOW UTARA,2016,223588
BOLAANG MONGONDOW UTARA,2017,230974
BOLAANG MONGONDOW UTARA,2018,238645
BOLAANG MONGONDOW UTARA,2019,254835
BOLAANG MONGONDOW UTARA,2020,264227
BOLAANG MONGONDOW UTARA,2021,275369
BOLAANG MONGONDOW UTARA,2022,283627
BOLAANG MONGONDOW UTARA,2023,316327
SIAU TAGULANDANG BIARO,2016,264632
SIAU TAGULANDANG BIARO,2017,276800
SIAU TAGULANDANG BIARO,2018,284021
SIAU TAGULANDANG BIARO,2019,302736
SIAU TAGULANDANG BIARO,2020,312581
SIAU TAGULANDANG BIARO,2021,327263
SIAU TAGULANDANG BIARO,2022,339250
SIAU TAGULANDANG BIARO,2023,370423
MINAHASA TENGGARA,2016,285791
MINAHASA TENGGARA,2017,298736
MINAHASA TENGGARA,2018,305919
MINAHASA TENGGARA,2019,325896
MINAHASA TENGGARA,2020,332966
MINAHASA TENGGARA,2021,346746
MINAHASA TENGGARA,2022,356988
MINAHASA TENGGARA,2023,385636
BOLAANG MONGONDOW SELATAN,2016,276229
BOLAANG MONGONDOW SELATAN,2017,288862
BOLAANG MONGONDOW SELATAN,2018,295875
BOLAANG MONGONDOW SELATAN,2019,316305
BOLAANG MONGONDOW SELATAN,2020,327648
BOLAANG MONGONDOW SELATAN,2021,345819
BOLAANG MONGONDOW SELATAN,2022,358465
BOLAANG MONGONDOW SELATAN,2023,397381
BOLAANG MONGONDOW TIMUR,2016,282240
BOLAANG MONGONDOW TIMUR,2017,293187
BOLAANG MONGONDOW TIMUR,2018,302924
BOLAANG MONGONDOW TIMUR,2019,323989
BOLAANG MONGONDOW TIMUR,2020,335241
BOLAANG MONGONDOW TIMUR,2021,353872
BOLAANG MONGONDOW TIMUR,2022,368578
BOLAANG MONGONDOW TIMUR,2023,411409
KOTA MANADO,2016,334732
KOTA MANADO,2017,353018
KOTA MANADO,2018,364820
KOTA MANADO,2019,396196
KOTA MANADO,2020,424473
KOTA MANADO,2021,449679
KOTA MANADO,2022,475683
KOTA MANADO,2023,521012
KOTA BITUNG,2016,337674
KOTA BITUNG,2017,356120
KOTA BITUNG,2018,368574
KOTA BITUNG,2019,391479
KOTA BITUNG,2020,416993
KOTA BITUNG,2021,434642
KOTA BITUNG,2022,458983
KOTA BITUNG,2023,501139
KOTA TOMOHON,2016,336266
KOTA TOMOHON,2017,354635
KOTA TOMOHON,2018,363856
KOTA TOMOHON,2019,394584
KOTA TOMOHON,2020,422746
KOTA TOMOHON,2021,440680
KOTA TOMOHON,2022,461424
KOTA TOMOHON,2023,508251
KOTA KOTAMOBAGU,2016,274103
KOTA KOTAMOBAGU,2017,289077
KOTA KOTAMOBAGU,2018,298742
KOTA KOTAMOBAGU,2019,323292
KOTA KOTAMOBAGU,2020,343675
KOTA KOTAMOBAGU,2021,363777
KOTA KOTAMOBAGU,2022,385962
KOTA KOTAMOBAGU,2023,426174
SULAWESI TENGAH,2016,375659
SULAWESI TENGAH,2017,391763
SULAWESI TENGAH,2018,413785
SULAWESI TENGAH,2019,441036
SULAWESI TENGAH,2020,474627
SULAWESI TENGAH,2021,496872
SULAWESI TENGAH,2022,530251
SULAWESI TENGAH,2023,568248
BANGGAI KEPULAUAN,2016,290742
BANGGAI KEPULAUAN,2017,300753
BANGGAI KEPULAUAN,2018,317475
BANGGAI KEPULAUAN,2019,338815
BANGGAI KEPULAUAN,2020,364025
BANGGAI KEPULAUAN,2021,373799
BANGGAI KEPULAUAN,2022,396904
BANGGAI KEPULAUAN,2023,432673
BANGGAI,2016,344795
BANGGAI,2017,352840
BANGGAI,2018,373695
BANGGAI,2019,395700
BANGGAI,2020,417863
BANGGAI,2021,431639
BANGGAI,2022,457335
BANGGAI,2023,488788
MOROWALI,2016,379001
MOROWALI,2017,381753
MOROWALI,2018,402292
MOROWALI,2019,428744
MOROWALI,2020,463140
MOROWALI,2021,478409
MOROWALI,2022,507523
MOROWALI,2023,553185
POSO,2016,416003
POSO,2017,429161
POSO,2018,449834
POSO,2019,477801
POSO,2020,515435
POSO,2021,530022
POSO,2022,561276
POSO,2023,599881
DONGGALA,2016,281374
DONGGALA,2017,291011
DONGGALA,2018,308212
DONGGALA,2019,336404
DONGGALA,2020,360483
DONGGALA,2021,369784
DONGGALA,2022,395028
DONGGALA,2023,421493
TOLI-TOLI,2016,272499
TOLI-TOLI,2017,281882
TOLI-TOLI,2018,299052
TOLI-TOLI,2019,317448
TOLI-TOLI,2020,343770
TOLI-TOLI,2021,354427
TOLI-TOLI,2022,378317
TOLI-TOLI,2023,405556
BUOL,2016,304085
BUOL,2017,314556
BUOL,2018,332163
BUOL,2019,351135
BUOL,2020,375794
BUOL,2021,387444
BUOL,2022,410824
BUOL,2023,438363
PARIGI MOUTONG,2016,354554
PARIGI MOUTONG,2017,366762
PARIGI MOUTONG,2018,388440
PARIGI MOUTONG,2019,414380
PARIGI MOUTONG,2020,444258
PARIGI MOUTONG,2021,458385
PARIGI MOUTONG,2022,495623
PARIGI MOUTONG,2023,531255
TOJO UNA-UNA,2016,404437
TOJO UNA-UNA,2017,417508
TOJO UNA-UNA,2018,442186
TOJO UNA-UNA,2019,472245
TOJO UNA-UNA,2020,504889
TOJO UNA-UNA,2021,521534
TOJO UNA-UNA,2022,547910
TOJO UNA-UNA,2023,597788
SIGI,2016,283227
SIGI,2017,299261
SIGI,2018,316949
SIGI,2019,344631
SIGI,2020,370788
SIGI,2021,382579
SIGI,2022,409679
SIGI,2023,445106
BANGGAI LAUT,2016,296716
BANGGAI LAUT,2017,306611
BANGGAI LAUT,2018,324734
BANGGAI LAUT,2019,335604
BANGGAI LAUT,2020,359768
BANGGAI LAUT,2021,366005
BANGGAI LAUT,2022,384686
BANGGAI LAUT,2023,424660
MOROWALI UTARA,2016,379736
MOROWALI UTARA,2017,392811
MOROWALI UTARA,2018,412942
MOROWALI UTARA,2019,441554
MOROWALI UTARA,2020,474170
MOROWALI UTARA,2021,486511
MOROWALI UTARA,2022,519441
MOROWALI UTARA,2023,556204
KOTA PALU,2016,451437
KOTA PALU,2017,473555
KOTA PALU,2018,492085
KOTA PALU,2019,522444
KOTA PALU,2020,559246
KOTA PALU,2021,571605
KOTA PALU,2022,604280
KOTA PALU,2023,632261
SULAWESI SELATAN,2016,270601
SULAWESI SELATAN,2017,283461
SULAWESI SELATAN,2018,306545
SULAWESI SELATAN,2019,329880
SULAWESI SELATAN,2020,350264
SULAWESI SELATAN,2021,372491
SULAWESI SELATAN,2022,399755
SULAWESI SELATAN,2023,436025
KEPULAUAN SELAYAR,2016,296540
KEPULAUAN SELAYAR,2017,310978
KEPULAUAN SELAYAR,2018,348608
KEPULAUAN SELAYAR,2019,370380
KEPULAUAN SELAYAR,2020,396822
KEPULAUAN SELAYAR,2021,406732
KEPULAUAN SELAYAR,2022,430976
KEPULAUAN SELAYAR,2023,453432
BULUKUMBA,2016,274318
BULUKUMBA,2017,284108
BULUKUMBA,2018,310753
BULUKUMBA,2019,330161
BULUKUMBA,2020,351180
BULUKUMBA,2021,369022
BULUKUMBA,2022,390040
BULUKUMBA,2023,406882
BANTAENG,2016,223408
BANTAENG,2017,234286
BANTAENG,2018,260263
BANTAENG,2019,309357
BANTAENG,2020,340890
BANTAENG,2021,363342
BANTAENG,2022,394116
BANTAENG,2023,419677
JENEPONTO,2016,302113
JENEPONTO,2017,315702
JENEPONTO,2018,356319
JENEPONTO,2019,359883
JENEPONTO,2020,366453
JENEPONTO,2021,374407
JENEPONTO,2022,384299
JENEPONTO,2023,405280
TAKALAR,2016,286537
TAKALAR,2017,299721
TAKALAR,2018,335989
TAKALAR,2019,356973
TAKALAR,2020,364378
TAKALAR,2021,380564
TAKALAR,2022,399062
TAKALAR,2023,428941
GOWA,2016,316428
GOWA,2017,333002
GOWA,2018,365503
GOWA,2019,385820
GOWA,2020,390917
GOWA,2021,408435
GOWA,2022,429222
GOWA,2023,456719
SINJAI,2016,240245
SINJAI,2017,250551
SINJAI,2018,281301
SINJAI,2019,294916
SINJAI,2020,329819
SINJAI,2021,352490
SINJAI,2022,374226
SINJAI,2023,397562
MAROS,2016,336579
MAROS,2017,348726
MAROS,2018,376749
MAROS,2019,405944
MAROS,2020,414324
MAROS,2021,424637
MAROS,2022,450275
MAROS,2023,510040
PANGKAJENE DAN KEPULAUAN,2016,256549
PANGKAJENE DAN KEPULAUAN,2017,268367
PANGKAJENE DAN KEPULAUAN,2018,300219
PANGKAJENE DAN KEPULAUAN,2019,322958
PANGKAJENE DAN KEPULAUAN,2020,358061
PANGKAJENE DAN KEPULAUAN,2021,368096
PANGKAJENE DAN KEPULAUAN,2022,389613
PANGKAJENE DAN KEPULAUAN,2023,416815
BARRU,2016,280316
BARRU,2017,289371
BARRU,2018,307904
BARRU,2019,322248
BARRU,2020,337047
BARRU,2021,351924
BARRU,2022,368150
BARRU,2023,400702
BONE,2016,260552
