Jumlah Penduduk Miskin Kabupaten Kota,,
NAMA WILAYAH,TAHUN,JUMLAH (RIBU JIWA)
KALIMANTAN TENGAH,2022,145.1
KALIMANTAN TENGAH,2023,142.17
Kotawaringin Barat,2016,14.11
Kotawaringin Barat,2017,13.27
Kotawaringin Barat,2018,12.9
Kotawaringin Barat,2019,12.76
Kotawaringin Barat,2020,11.46
Kotawaringin Barat,2021,12.29
Kotawaringin Barat,2022,12.44
Kotawaringin Barat,2023,13.44
Kotawaringin Timur,2016,27.39
Kotawaringin Timur,2017,27.7
Kotawaringin Timur,2018,28.2
Kotawaringin Timur,2019,27.38
Kotawaringin Timur,2020,26.64
Kotawaringin Timur,2021,27.06
Kotawaringin Timur,2022,27.56
Kotawaringin Timur,2023,26.57
Kapuas,2016,19.96
Kapuas,2017,18.8
Kapuas,2018,18.52
Kapuas,2019,18.23
Kapuas,2020,18.17
Kapuas,2021,19.45
Kapuas,2022,20.18
Kapuas,2023,19.19
Barito Selatan,2016,6.09
Barito Selatan,2017,5.95
Barito Selatan,2018,6.16
Barito Selatan,2019,5.99
Barito Selatan,2020,6.12
Barito Selatan,2021,6.42
Barito Selatan,2022,6.83
Barito Selatan,2023,6.66
Barito Utara,2016,6.9
Barito Utara,2017,6.72
Barito Utara,2018,6.5
Barito Utara,2019,6.46
Barito Utara,2020,6.78
Barito Utara,2021,7.4
Barito Utara,2022,7.7
Barito Utara,2023,7.14
Sukamara,2016,2.12
Sukamara,2017,1.99
Sukamara,2018,1.96
Sukamara,2019,2.01
Sukamara,2020,2.13
Sukamara,2021,2.38
Sukamara,2022,2.48
Sukamara,2023,2.71
Lamandau,2016,2.88
Lamandau,2017,2.74
Lamandau,2018,2.52
Lamandau,2019,2.47
Lamandau,2020,2.61
Lamandau,2021,2.92
Lamandau,2022,2.78
Lamandau,2023,2.63
Seruyan,2016,14.57
Seruyan,2017,14.04
Seruyan,2018,14.56
Seruyan,2019,14.66
Seruyan,2020,14.53
Seruyan,2021,15.07
Seruyan,2022,15.96
Seruyan,2023,15.71
Katingan,2016,10.1
Katingan,2017,9.51
Katingan,2018,8.73
Katingan,2019,8.51
Katingan,2020,8.23
Katingan,2021,9.15
Katingan,2022,9.71
Katingan,2023,8.95
Pulang Pisau,2016,6.88
Pulang Pisau,2017,6.54
Pulang Pisau,2018,5.71
Pulang Pisau,2019,5.39
Pulang Pisau,2020,5.21
Pulang Pisau,2021,5.43
Pulang Pisau,2022,6.04
Pulang Pisau,2023,5.92
Gunung Mas,2016,6.55
Gunung Mas,2017,6.67
Gunung Mas,2018,5.96
Gunung Mas,2019,5.86
Gunung Mas,2020,5.78
Gunung Mas,2021,6.3
Gunung Mas,2022,6.7
Gunung Mas,2023,6.55
Barito Timur,2016,8.88
Barito Timur,2017,8.56
Barito Timur,2018,8.05
Barito Timur,2019,7.97
Barito Timur,2020,7.88
Barito Timur,2021,8.02
Barito Timur,2022,8.42
Barito Timur,2023,8.59
Murung Raya,2016,7.1
Murung Raya,2017,6.75
Murung Raya,2018,7.39
Murung Raya,2019,7.21
Murung Raya,2020,7.18
Murung Raya,2021,7.31
Murung Raya,2022,7.69
Murung Raya,2023,7.81
Kota Palangka Raya,2016,9.96
Kota Palangka Raya,2017,9.91
Kota Palangka Raya,2018,9.78
Kota Palangka Raya,2019,9.69
Kota Palangka Raya,2020,10.23
Kota Palangka Raya,2021,10.86
Kota Palangka Raya,2022,10.62
Kota Palangka Raya,2023,10.31
KALIMANTAN SELATAN,2016,195.7
KALIMANTAN SELATAN,2017,193.92
KALIMANTAN SELATAN,2018,189.03
KALIMANTAN SELATAN,2019,192.48
KALIMANTAN SELATAN,2020,187.87
KALIMANTAN SELATAN,2021,208.11
KALIMANTAN SELATAN,2022,195.7
KALIMANTAN SELATAN,2023,188.93
Tanah Laut,2016,15.24
Tanah Laut,2017,15.31
Tanah Laut,2018,14.87
Tanah Laut,2019,15.45
Tanah Laut,2020,14.79
Tanah Laut,2021,15.86
Tanah Laut,2022,13.54
Tanah Laut,2023,13.22
Kota Baru,2016,14.78
Kota Baru,2017,14.44
Kota Baru,2018,15.17
Kota Baru,2019,15.29
Kota Baru,2020,14.6
Kota Baru,2021,16.83
Kota Baru,2022,15.07
Kota Baru,2023,15.32
Banjar,2016,17.36
Banjar,2017,16.85
Banjar,2018,15.62
Banjar,2019,15.91
Banjar,2020,15.12
Banjar,2021,18.07
Banjar,2022,16.71
Banjar,2023,14.77
Barito Kuala,2016,15.71
Barito Kuala,2017,15.64
Barito Kuala,2018,14.09
Barito Kuala,2019,14.49
Barito Kuala,2020,14.25
Barito Kuala,2021,16.1
Barito Kuala,2022,15.06
Barito Kuala,2023,14.71
Tapin,2016,6.81
Tapin,2017,7.01
Tapin,2018,6.98
Tapin,2019,6.51
Tapin,2020,5.9
Tapin,2021,6.93
Tapin,2022,6.98
Tapin,2023,6.22
Hulu Sungai Selatan,2016,14.42
Hulu Sungai Selatan,2017,13.45
Hulu Sungai Selatan,2018,12.22
Hulu Sungai Selatan,2019,12.64
Hulu Sungai Selatan,2020,12.39
Hulu Sungai Selatan,2021,11.47
Hulu Sungai Selatan,2022,10.8
Hulu Sungai Selatan,2023,9.61
Hulu Sungai Tengah,2016,16.22
Hulu Sungai Tengah,2017,16.17
Hulu Sungai Tengah,2018,16.14
Hulu Sungai Tengah,2019,16.1
Hulu Sungai Tengah,2020,15.47
Hulu Sungai Tengah,2021,16.77
Hulu Sungai Tengah,2022,16.14
Hulu Sungai Tengah,2023,16.01
Hulu Sungai Utara,2016,15.38
Hulu Sungai Utara,2017,15.35
Hulu Sungai Utara,2018,14.92
Hulu Sungai Utara,2019,15.4
Hulu Sungai Utara,2020,14.72
Hulu Sungai Utara,2021,16.19
Hulu Sungai Utara,2022,15.5
Hulu Sungai Utara,2023,15.02
Tabalong,2016,15.4
Tabalong,2017,15
Tabalong,2018,14.87
Tabalong,2019,15.22
Tabalong,2020,14.7
Tabalong,2021,16.13
Tabalong,2022,15.24
Tabalong,2023,15.15
Tanah Bumbu,2016,17.48
Tanah Bumbu,2017,17.02
Tanah Bumbu,2018,17.06
Tanah Bumbu,2019,17.35
Tanah Bumbu,2020,16.83
Tanah Bumbu,2021,18.92
Tanah Bumbu,2022,17.22
Tanah Bumbu,2023,17.17
Balangan,2016,7.09
Balangan,2017,7.21
Balangan,2018,7.21
Balangan,2019,7.27
Balangan,2020,7.06
Balangan,2021,8.06
Balangan,2022,7.83
Balangan,2023,7.07
Kota Banjarmasin,2016,28.75
Kota Banjarmasin,2017,28.93
Kota Banjarmasin,2018,29.24
Kota Banjarmasin,2019,29.65
Kota Banjarmasin,2020,31.31
Kota Banjarmasin,2021,34.84
Kota Banjarmasin,2022,34.01
Kota Banjarmasin,2023,33.47
Kota Banjar Baru,2016,11.06
Kota Banjar Baru,2017,11.54
Kota Banjar Baru,2018,10.64
Kota Banjar Baru,2019,11.22
Kota Banjar Baru,2020,10.75
Kota Banjar Baru,2021,11.95
Kota Banjar Baru,2022,11.61
Kota Banjar Baru,2023,11.18
KALIMANTAN TIMUR,2016,212.92
KALIMANTAN TIMUR,2017,220.17
KALIMANTAN TIMUR,2018,218.9
KALIMANTAN TIMUR,2019,219.92
KALIMANTAN TIMUR,2020,230.27
KALIMANTAN TIMUR,2021,241.77
KALIMANTAN TIMUR,2022,236.25
KALIMANTAN TIMUR,2023,231.08
Paser,2016,23.17
Paser,2017,25.3
Paser,2018,25.14
Paser,2019,25.45
Paser,2020,26.77
Paser,2021,27.56
Paser,2022,27.02
Paser,2023,26.39
Kutai Barat,2016,12.65
Kutai Barat,2017,12.8
Kutai Barat,2018,13.49
Kutai Barat,2019,13.45
Kutai Barat,2020,13.78
Kutai Barat,2021,15.38
Kutai Barat,2022,15.38
Kutai Barat,2023,14.69
Kutai Kartanegara,2016,55.82
Kutai Kartanegara,2017,56.57
Kutai Kartanegara,2018,56.56
Kutai Kartanegara,2019,56.34
Kutai Kartanegara,2020,58.42
Kutai Kartanegara,2021,62.36
Kutai Kartanegara,2022,62.87
Kutai Kartanegara,2023,60.86
Kutai Timur,2016,30.17
Kutai Timur,2017,31.95
Kutai Timur,2018,33.02
Kutai Timur,2019,35.31
Kutai Timur,2020,36.98
Kutai Timur,2021,37.78
Kutai Timur,2022,36.84
Kutai Timur,2023,37.04
Berau,2016,11.47
Berau,2017,11.86
Berau,2018,11.33
Berau,2019,11.62
Berau,2020,12.3
Berau,2021,13.62
Berau,2022,13.31
Berau,2023,13.26
Penajam Paser Utara,2016,11.66
Penajam Paser Utara,2017,12
Penajam Paser Utara,2018,11.76
Penajam Paser Utara,2019,11.52
Penajam Paser Utara,2020,11.93
Penajam Paser Utara,2021,12.13
Penajam Paser Utara,2022,11.59
Penajam Paser Utara,2023,11.19
Mahakam Hulu,2016,2.88
Mahakam Hulu,2017,3.07
Mahakam Hulu,2018,3.25
Mahakam Hulu,2019,3.19
Mahakam Hulu,2020,3.26
Mahakam Hulu,2021,3.18
Mahakam Hulu,2022,3.1
Mahakam Hulu,2023,3.06
Kota Balikpapan,2016,17.55
Kota Balikpapan,2017,17.86
Kota Balikpapan,2018,17.01
Kota Balikpapan,2019,15.78
Kota Balikpapan,2020,17.02
Kota Balikpapan,2021,18.53
Kota Balikpapan,2022,15.83
Kota Balikpapan,2023,14.99
Kota Samarinda,2016,38.95
Kota Samarinda,2017,40.01
Kota Samarinda,2018,39.23
Kota Samarinda,2019,39.8
Kota Samarinda,2020,41.92
Kota Samarinda,2021,42.84
Kota Samarinda,2022,41.95
Kota Samarinda,2023,41.89
Kota Bontang,2016,8.6
Kota Bontang,2017,8.75
Kota Bontang,2018,8.1
Kota Bontang,2019,7.47
Kota Bontang,2020,7.91
Kota Bontang,2021,8.41
Kota Bontang,2022,8.39
Kota Bontang,2023,7.71
KALIMANTAN UTARA,2016,41.12
KALIMANTAN UTARA,2017,49.47
KALIMANTAN UTARA,2018,50.35
KALIMANTAN UTARA,2019,48.78
KALIMANTAN UTARA,2020,51.79
KALIMANTAN UTARA,2021,52.86
KALIMANTAN UTARA,2022,49.46
KALIMANTAN UTARA,2023,47.97
Malinau,2016,5.71
Malinau,2017,6.69
Malinau,2018,6.63
Malinau,2019,6.23
Malinau,2020,6.16
Malinau,2021,6.39
Malinau,2022,5.93
Malinau,2023,5.95
Bulungan,2016,11.85
Bulungan,2017,13.4
Bulungan,2018,13.03
Bulungan,2019,12.4
Bulungan,2020,13.08
Bulungan,2021,13.48
Bulungan,2022,12.58
Bulungan,2023,12.19
Tana Tidung,2016,1.41
Tana Tidung,2017,1.64
Tana Tidung,2018,1.34
Tana Tidung,2019,1.34
Tana Tidung,2020,1.46
Tana Tidung,2021,1.49
Tana Tidung,2022,1.35
Tana Tidung,2023,1.47
Nunukan,2016,9.63
Nunukan,2017,11.91
Nunukan,2018,13.38
Nunukan,2019,12.69
Nunukan,2020,13.76
Nunukan,2021,13.94
Nunukan,2022,12.86
Nunukan,2023,11.88
Kota Tarakan,2016,12.52
Kota Tarakan,2017,15.84
Kota Tarakan,2018,15.97
Kota Tarakan,2019,16.11
Kota Tarakan,2020,17.33
Kota Tarakan,2021,17.57
Kota Tarakan,2022,16.75
Kota Tarakan,2023,16.49
SULAWESI UTARA,2016,202.82
SULAWESI UTARA,2017,198.88
SULAWESI UTARA,2018,193.31
SULAWESI UTARA,2019,191.7
SULAWESI UTARA,2020,192.37
SULAWESI UTARA,2021,196.35
SULAWESI UTARA,2022,185.14
SULAWESI UTARA,2023,189
Bolaang Mongondow,2016,19.55
Bolaang Mongondow,2017,19.05
Bolaang Mongondow,2018,18.49
Bolaang Mongondow,2019,18.3
Bolaang Mongondow,2020,18.07
Bolaang Mongondow,2021,19.08
Bolaang Mongondow,2022,17.96
Bolaang Mongondow,2023,19.02
Minahasa,2016,27.64
Minahasa,2017,26.34
Minahasa,2018,24.49
Minahasa,2019,24.32
Minahasa,2020,24.95
Minahasa,2021,26.3
Minahasa,2022,24.34
Minahasa,2023,23.86
Kepulauan Sangihe,2016,15.95
Kepulauan Sangihe,2017,15.38
Kepulauan Sangihe,2018,15.46
Kepulauan Sangihe,2019,14.62
Kepulauan Sangihe,2020,14.64
Kepulauan Sangihe,2021,14.55
Kepulauan Sangihe,2022,13.89
Kepulauan Sangihe,2023,14.6
Kepulauan Talaud,2016,9.22
Kepulauan Talaud,2017,8.84
Kepulauan Talaud,2018,8.68
Kepulauan Talaud,2019,9.1
Kepulauan Talaud,2020,8.84
Kepulauan Talaud,2021,8.37
Kepulauan Talaud,2022,7.72
Kepulauan Talaud,2023,7.97
Minahasa Selatan,2016,20.42
Minahasa Selatan,2017,20.26
Minahasa Selatan,2018,19.54
Minahasa Selatan,2019,19.49
Minahasa Selatan,2020,19.38
Minahasa Selatan,2021,19.77
Minahasa Selatan,2022,19.07
Minahasa Selatan,2023,18.9
Minahasa Utara,2016,15.71
Minahasa Utara,2017,14.93
Minahasa Utara,2018,14.13
Minahasa Utara,2019,14.09
Minahasa Utara,2020,14.33
Minahasa Utara,2021,14.49
Minahasa Utara,2022,13.5
Minahasa Utara,2023,13.66
Bolaang Mongondow Utara,2016,7.22
Bolaang Mongondow Utara,2017,6.95
Bolaang Mongondow Utara,2018,6.84
Bolaang Mongondow Utara,2019,6.77
Bolaang Mongondow Utara,2020,6.82
Bolaang Mongondow Utara,2021,6.53
Bolaang Mongondow Utara,2022,6.01
Bolaang Mongondow Utara,2023,6.56
Siau Tagulandang Biaro,2016,6.96
Siau Tagulandang Biaro,2017,6.81
Siau Tagulandang Biaro,2018,6.53
Siau Tagulandang Biaro,2019,6.35
Siau Tagulandang Biaro,2020,5.95
Siau Tagulandang Biaro,2021,6
Siau Tagulandang Biaro,2022,5.53
Siau Tagulandang Biaro,2023,5.92
Minahasa Tenggara,2016,16.19
Minahasa Tenggara,2017,15.56
Minahasa Tenggara,2018,14.73
Minahasa Tenggara,2019,14.22
Minahasa Tenggara,2020,13.73
Minahasa Tenggara,2021,13.31
Minahasa Tenggara,2022,12.61
Minahasa Tenggara,2023,12.7
Bolaang Mongondow Selatan,2016,9.35
Bolaang Mongondow Selatan,2017,9.05
Bolaang Mongondow Selatan,2018,8.82
Bolaang Mongondow Selatan,2019,8.74
Bolaang Mongondow Selatan,2020,8.53
Bolaang Mongondow Selatan,2021,8.63
Bolaang Mongondow Selatan,2022,8.1
Bolaang Mongondow Selatan,2023,8.28
Bolaang Mongondow Timur,2016,4.69
Bolaang Mongondow Timur,2017,4.37
Bolaang Mongondow Timur,2018,4.3
Bolaang Mongondow Timur,2019,4.41
Bolaang Mongondow Timur,2020,4.3
Bolaang Mongondow Timur,2021,4.47
Bolaang Mongondow Timur,2022,4.32
Bolaang Mongondow Timur,2023,4.32
Kota Manado,2016,22.41
Kota Manado,2017,23.39
Kota Manado,2018,23.21
Kota Manado,2019,23.89
Kota Manado,2020,25.55
Kota Manado,2021,26.78
Kota Manado,2022,25.38
Kota Manado,2023,25.17
Kota Bitung,2016,13.64
Kota Bitung,2017,14
Kota Bitung,2018,14.34
Kota Bitung,2019,14.1
Kota Bitung,2020,14.18
Kota Bitung,2021,14.33
Kota Bitung,2022,14
Kota Bitung,2023,15
Kota Tomohon,2016,6.63
Kota Tomohon,2017,6.68
Kota Tomohon,2018,6.25
Kota Tomohon,2019,5.99
Kota Tomohon,2020,6.06
Kota Tomohon,2021,6.18
Kota Tomohon,2022,5.79
Kota Tomohon,2023,6.24
Kota Kotamobagu,2016,7.24
Kota Kotamobagu,2017,7.28
Kota Kotamobagu,2018,7.49
Kota Kotamobagu,2019,7.31
Kota Kotamobagu,2020,7.06
Kota Kotamobagu,2021,7.56
Kota Kotamobagu,2022,6.94
Kota Kotamobagu,2023,6.82
SULAWESI TENGAH,2016,420.52
SULAWESI TENGAH,2017,417.87
SULAWESI TENGAH,2018,420.21
SULAWESI TENGAH,2019,410.36
SULAWESI TENGAH,2020,398.73
SULAWESI TENGAH,2021,404.44
SULAWESI TENGAH,2022,388.36
SULAWESI TENGAH,2023,395.66
Banggai Kepulauan,2016,18.72
Banggai Kepulauan,2017,18.56
Banggai Kepulauan,2018,18.38
Banggai Kepulauan,2019,17.54
Banggai Kepulauan,2020,16.7
Banggai Kepulauan,2021,16.33
Banggai Kepulauan,2022,16.07
Banggai Kepulauan,2023,15.5
Banggai,2016,33.97
Banggai,2017,33.5
Banggai,2018,33.73
Banggai,2019,29.3
Banggai,2020,28.16
Banggai,2021,30.1
Banggai,2022,28.55
Banggai,2023,27.38
Morowali,2016,17.36
Morowali,2017,16.99
Morowali,2018,17.03
Morowali,2019,16.61
Morowali,2020,16.5
Morowali,2021,17.07
Morowali,2022,15.86
Morowali,2023,15.75
Poso,2016,42.23
Poso,2017,41.88
Poso,2018,41.75
Poso,2019,39.92
Poso,2020,40.2
Poso,2021,41.99
Poso,2022,40.78
Poso,2023,41.48
Donggala,2016,55.69
Donggala,2017,54.44
Donggala,2018,54.28
Donggala,2019,55.83
Donggala,2020,53.17
Donggala,2021,51.23
Donggala,2022,50.22
Donggala,2023,50.37
Toli-Toli,2016,30.68
Toli-Toli,2017,30.64
Toli-Toli,2018,31.8
Toli-Toli,2019,30.79
Toli-Toli,2020,30.51
Toli-Toli,2021,32.19
Toli-Toli,2022,30.61
Toli-Toli,2023,31.13
Buol,2016,25.27
Buol,2017,25.76
Buol,2018,25.4
Buol,2019,24.51
Buol,2020,22.93
Buol,2021,23.46
Buol,2022,21.84
Buol,2023,23.13
Parigi Moutong,2016,82.38
Parigi Moutong,2017,82.88
Parigi Moutong,2018,83.66
Parigi Moutong,2019,81.36
Parigi Moutong,2020,78.76
Parigi Moutong,2021,76.79
Parigi Moutong,2022,74.6
Parigi Moutong,2023,77.18
Tojo Una-Una,2016,27.62
Tojo Una-Una,2017,27.3
Tojo Una-Una,2018,27.78
Tojo Una-Una,2019,26.36
Tojo Una-Una,2020,25.43
Tojo Una-Una,2021,25.86
Tojo Una-Una,2022,25.33
Tojo Una-Una,2023,26.51
Sigi,2016,29.55
Sigi,2017,29.55
Sigi,2018,29.78
Sigi,2019,30.82
Sigi,2020,30
Sigi,2021,31.51
Sigi,2022,29.94
Sigi,2023,31.47
Banggai Laut,2016,11.59
Banggai Laut,2017,11.63
Banggai Laut,2018,11.97
Banggai Laut,2019,11.46
Banggai Laut,2020,11.09
Banggai Laut,2021,10.92
Banggai Laut,2022,10.32
Banggai Laut,2023,11.27
Morowali Utara,2016,19.22
Morowali Utara,2017,19.25
Morowali Utara,2018,19.4
Morowali Utara,2019,19.25
Morowali Utara,2020,18.38
Morowali Utara,2021,18.4
Morowali Utara,2022,17.49
Morowali Utara,2023,17.66
Kota Palu,2016,26.24
Kota Palu,2017,25.49
Kota Palu,2018,25.26
Kota Palu,2019,26.62
Kota Palu,2020,26.89
Kota Palu,2021,28.6
Kota Palu,2022,26.75
Kota Palu,2023,26.83
SULAWESI SELATAN,2016,807.03
SULAWESI SELATAN,2017,813.07
SULAWESI SELATAN,2018,792.63
SULAWESI SELATAN,2019,767.8
SULAWESI SELATAN,2020,776.83
SULAWESI SELATAN,2021,784.98
SULAWESI SELATAN,2022,777.44
SULAWESI SELATAN,2023,788.85
Kepulauan Selayar,2016,17.21
Kepulauan Selayar,2017,17.61
Kepulauan Selayar,2018,17.59
Kepulauan Selayar,2019,17.36
Kepulauan Selayar,2020,17.04
Kepulauan Selayar,2021,16.93
Kepulauan Selayar,2022,16.74
Kepulauan Selayar,2023,16.89
Bulukumba,2016,33.25
Bulukumba,2017,33.1
Bulukumba,2018,31.25
Bulukumba,2019,30.49
Bulukumba,2020,30
Bulukumba,2021,31.31
Bulukumba,2022,31.29
Bulukumba,2023,30.65
Bantaeng,2016,17.53
Bantaeng,2017,17.91
Bantaeng,2018,17.2
Bantaeng,2019,16.91
Bantaeng,2020,16.84
Bantaeng,2021,17.78
Bantaeng,2022,17.22
Bantaeng,2023,17.49
Jeneponto,2016,55.32
Jeneponto,2017,55.34
Jeneponto,2018,55.95
Jeneponto,2019,54.05
Jeneponto,2020,53.24
Jeneponto,2021,52.35
Jeneponto,2022,50.59
Jeneponto,2023,48.32
Takalar,2016,27.05
Takalar,2017,26.99
Takalar,2018,26.57
Takalar,2019,25.93
Takalar,2020,25.38
Takalar,2021,24.6
Takalar,2022,24.75
Takalar,2023,25.01
Gowa,2016,61.52
Gowa,2017,62.77
Gowa,2018,59.34
Gowa,2019,57.99
Gowa,2020,57.68
Gowa,2021,58.66
Gowa,2022,57.96
Gowa,2023,59.1
Sinjai,2016,22.51
Sinjai,2017,22.25
Sinjai,2018,22.48
Sinjai,2019,22.27
Sinjai,2020,22.06
Sinjai,2021,21.69
Sinjai,2022,21.67
Sinjai,2023,21.14
Maros,2016,39.02
Maros,2017,38.5
Maros,2018,35.97
Maros,2019,34.85
Maros,2020,34.62
Maros,2021,34.11
Maros,2022,33.9
Maros,2023,34.96
Pangkajene Dan Kepulauan,2016,52.86
Pangkajene Dan Kepulauan,2017,53.38
Pangkajene Dan Kepulauan,2018,50.12
Pangkajene Dan Kepulauan,2019,47.07
Pangkajene Dan Kepulauan,2020,47.12
Pangkajene Dan Kepulauan,2021,48.4
Pangkajene Dan Kepulauan,2022,47.53
Pangkajene Dan Kepulauan,2023,46.06
Barru,2016,16.24
Barru,2017,16.76
Barru,2018,15.68
Barru,2019,14.92
Barru,2020,14.44
Barru,2021,15.18
Barru,2022,14.73
Barru,2023,14.88
Bone,2016,75.09
Bone,2017,77.13
Bone,2018,79.57
Bone,2019,76.25
Bone,2020,81.33
Bone,2021,79.64
Bone,2022,80.34
Bone,2023,80.12
Soppeng,2016,19.12
Soppeng,2017,18.76
Soppeng,2018,17
Soppeng,2019,16.45
Soppeng,2020,17.23
Soppeng,2021,17.27
Soppeng,2022,17.21
Soppeng,2023,17.21
Wajo,2016,29.46
Wajo,2017,29.19
Wajo,2018,29.73
Wajo,2019,27.48
Wajo,2020,27.69
Wajo,2021,26.22
Wajo,2022,26.75
Wajo,2023,27.54
Sidenreng Rappang,2016,15.92
Sidenreng Rappang,2017,15.72
Sidenreng Rappang,2018,15.41
Sidenreng Rappang,2019,14.44
Sidenreng Rappang,2020,15.36
Sidenreng Rappang,2021,15.25
Sidenreng Rappang,2022,15.56
Sidenreng Rappang,2023,15.75
Pinrang,2016,31.28
Pinrang,2017,31.43
Pinrang,2018,32.94
Pinrang,2019,31.85
Pinrang,2020,33.56
Pinrang,2021,33.51
Pinrang,2022,33.64
Pinrang,2023,34.23
Enrekang,2016,26.98
Enrekang,2017,26.71
Enrekang,2018,25.53
Enrekang,2019,25.4
Enrekang,2020,25.25
Enrekang,2021,26.13
Enrekang,2022,26.15
Enrekang,2023,26.97
Luwu,2016,50.58
Luwu,2017,49.8
Luwu,2018,47.91
Luwu,2019,46.18
Luwu,2020,46.04
Luwu,2021,46.26
Luwu,2022,46.5
Luwu,2023,47.67
Tana Toraja,2016,28.42
Tana Toraja,2017,29.18
Tana Toraja,2018,29.65
Tana Toraja,2019,28.87
Tana Toraja,2020,28.41
Tana Toraja,2021,29.33
Tana Toraja,2022,29.31
Tana Toraja,2023,30.23
Luwu Utara,2016,43.75
Luwu Utara,2017,44.04
Luwu Utara,2018,42.43
Luwu Utara,2019,42.48
Luwu Utara,2020,42.2
Luwu Utara,2021,43.15
Luwu Utara,2022,42.29
Luwu Utara,2023,40.79
Luwu Timur,2016,21.08
Luwu Timur,2017,21.94
Luwu Timur,2018,21.15
Luwu Timur,2019,20.83
Luwu Timur,2020,20.82
Luwu Timur,2021,20.99
Luwu Timur,2022,20.89
Luwu Timur,2023,21.57
Toraja Utara,2016,33.02
Toraja Utara,2017,32.85
Toraja Utara,2018,30.68
Toraja Utara,2019,28.64
Toraja Utara,2020,27.88
Toraja Utara,2021,28.39
Toraja Utara,2022,27.79
Toraja Utara,2023,29.14
Kota Makassar,2016,66.78
Kota Makassar,2017,68.19
Kota Makassar,2018,66.22
Kota Makassar,2019,65.12
Kota Makassar,2020,69.98
Kota Makassar,2021,74.69
Kota Makassar,2022,71.83
Kota Makassar,2023,80.32
Kota Parepare,2016,8.02
Kota Parepare,2017,8.07
Kota Parepare,2018,8.01
Kota Parepare,2019,7.62
Kota Parepare,2020,7.96
Kota Parepare,2021,7.93
Kota Parepare,2022,8.01
Kota Parepare,2023,7.98
Kota Palopo,2016,15.02
Kota Palopo,2017,15.44
Kota Palopo,2018,14.27
Kota Palopo,2019,14.37
Kota Palopo,2020,14.71
Kota Palopo,2021,15.21
Kota Palopo,2022,14.78
Kota Palopo,2023,14.85
SULAWESI TENGGARA,2016,326.87
SULAWESI TENGGARA,2017,331.71
SULAWESI TENGGARA,2018,307.1
SULAWESI TENGGARA,2019,302.58
SULAWESI TENGGARA,2020,301.82
SULAWESI TENGGARA,2021,318.7
SULAWESI TENGGARA,2022,309.79
SULAWESI TENGGARA,2023,321.53
Buton,2016,13.03
Buton,2017,13.41
Buton,2018,13.78
Buton,2019,13.97
Buton,2020,13.68
Buton,2021,14.25
Buton,2022,13.61
Buton,2023,14.15
Muna,2016,32.65
Muna,2017,32.35
Muna,2018,29.12
Muna,2019,28.47
Muna,2020,28.73
Muna,2021,30.54
Muna,2022,30.48
Muna,2023,32.24
Konawe,2016,38.14
Konawe,2017,37.99
Konawe,2018,33.4
Konawe,2019,31.25
Konawe,2020,31.63
Konawe,2021,32.46
Konawe,2022,32.09
Konawe,2023,33.09
Kolaka,2016,28.56
Kolaka,2017,26.64
Kolaka,2018,24.74
Kolaka,2019,24
Kolaka,2020,23.76
Kolaka,2021,33.45
Kolaka,2022,31.56
Kolaka,2023,32.96
Konawe Selatan,2016,33.94
Konawe Selatan,2017,33.73
Konawe Selatan,2018,33.73
Konawe Selatan,2019,33.89
Konawe Selatan,2020,34.22
Konawe Selatan,2021,36.17
Konawe Selatan,2022,35.79
Konawe Selatan,2023,36.84
Bombana,2016,22.04
Bombana,2017,21.52
Bombana,2018,19.77
Bombana,2019,19.37
Bombana,2020,18.84
Bombana,2021,19.73
Bombana,2022,19.21
Bombana,2023,20.52
Wakatobi,2016,15.73
Wakatobi,2017,15.48
Wakatobi,2018,14.2
Wakatobi,2019,14.14
Wakatobi,2020,13.75
Wakatobi,2021,15.3
Wakatobi,2022,15.01
Wakatobi,2023,15.34
Kolaka Utara,2016,24.32
Kolaka Utara,2017,23.42
Kolaka Utara,2018,21.03
Kolaka Utara,2019,19.8
Kolaka Utara,2020,19.83
Kolaka Utara,2021,21.36
Kolaka Utara,2022,20.63
Kolaka Utara,2023,21.79
Buton Utara,2016,9.6
Buton Utara,2017,9.63
Buton Utara,2018,9.38
Buton Utara,2019,9.18
Buton Utara,2020,9.13
Buton Utara,2021,9.45
Buton Utara,2022,9.13
Buton Utara,2023,9.09
Konawe Utara,2016,5.79
Konawe Utara,2017,8.44
Konawe Utara,2018,8.82
Konawe Utara,2019,8.67
Konawe Utara,2020,8.78
Konawe Utara,2021,9.26
Konawe Utara,2022,9.02
Konawe Utara,2023,9.01
Kolaka Timur,2016,28.52
Kolaka Timur,2017,28.86
Kolaka Timur,2018,25.97
Kolaka Timur,2019,26.29
Kolaka Timur,2020,26.38
Kolaka Timur,2021,20.03
Kolaka Timur,2022,19.33
Kolaka Timur,2023,20.41
Konawe Kepulauan,2016,5.7
Konawe Kepulauan,2017,5.97
Konawe Kepulauan,2018,5.87
Konawe Kepulauan,2019,5.86
Konawe Kepulauan,2020,5.88
Konawe Kepulauan,2021,5.98
Konawe Kepulauan,2022,5.47
Konawe Kepulauan,2023,5.44
Muna Barat,2016,12.32
Muna Barat,2017,12.89
Muna Barat,2018,11.39
Muna Barat,2019,11.52
Muna Barat,2020,11.32
Muna Barat,2021,11.55
Muna Barat,2022,11.56
Muna Barat,2023,11.81
