PERSENTASE PENDUDUK P0 MISKIN KABUPATEN KOTA,,
NAMA WILAYAH,TAHUN,PENDUDUK MISKIN (Persen)
Morowali,2006,30.14
Morowali,2007,28.27
Morowali,2008,25.1
Morowali,2009,22.53
Morowali,2010,20.27
Morowali,2011,18.85
Morowali,2012,17.25
Morowali,2013,15.92
Morowali,2014,14.97
Morowali,2015,15.8
Morowali,2016,15.13
Morowali,2017,14.55
Morowali,2018,14.34
Morowali,2019,13.75
Morowali,2020,13.43
Morowali,2021,13.75
Morowali,2022,12.58
Morowali,2023,12.31
Morowali,2024,11.55
Poso,2004,30.4
Poso,2005,28.19
Poso,2006,29.28
Poso,2007,28.02
Poso,2008,25.75
Poso,2009,23.29
Poso,2010,21.42
Poso,2011,20.1
Poso,2012,18.46
Poso,2013,18.22
Poso,2014,17.09
Poso,2015,18.16
Poso,2016,17.71
Poso,2017,17.16
Poso,2018,16.71
Poso,2019,15.65
Poso,2020,15.45
Poso,2021,15.92
Poso,2022,15.18
Poso,2023,15.16
Poso,2024,14.23
Donggala,2004,22.23
Donggala,2005,22.4
Donggala,2006,24.84
Donggala,2007,23.59
Donggala,2008,21.01
Donggala,2009,18.91
Donggala,2010,19.42
Donggala,2011,18.03
Donggala,2012,17.03
Donggala,2013,17.18
Donggala,2014,16.3
Donggala,2015,18.11
Donggala,2016,18.59
Donggala,2017,18.17
Donggala,2018,18.03
Donggala,2019,18.4
Donggala,2020,17.39
Donggala,2021,16.73
Donggala,2022,16.3
Donggala,2023,16.25
Donggala,2024,15.3
Toli-Toli,2004,22.29
Toli-Toli,2005,21.5
Toli-Toli,2006,24.05
Toli-Toli,2007,22.18
Toli-Toli,2008,19.69
Toli-Toli,2009,17.83
Toli-Toli,2010,16.16
Toli-Toli,2011,15.03
Toli-Toli,2012,14.12
Toli-Toli,2013,13.86
Toli-Toli,2014,13.14
Toli-Toli,2015,13.64
Toli-Toli,2016,13.47
Toli-Toli,2017,13.3
Toli-Toli,2018,13.66
Toli-Toli,2019,13.09
Toli-Toli,2020,12.85
Toli-Toli,2021,13.51
Toli-Toli,2022,12.74
Toli-Toli,2023,12.85
Toli-Toli,2024,12.45
Buol,2004,26.66
Buol,2005,28.58
Buol,2006,26.66
Buol,2007,25.5
Buol,2008,23.11
Buol,2009,20.68
Buol,2010,18.67
Buol,2011,17.4
Buol,2012,15.99
Buol,2013,15.06
Buol,2014,14.18
Buol,2015,16.36
Buol,2016,16.68
Buol,2017,16.65
Buol,2018,16.08
Buol,2019,15.19
Buol,2020,13.93
Buol,2021,14.06
Buol,2022,12.85
Buol,2023,13.36
Buol,2024,13.08
Parigi Moutong,2004,23.21
Parigi Moutong,2005,22.66
Parigi Moutong,2006,25.1
Parigi Moutong,2007,23.69
Parigi Moutong,2008,21.73
Parigi Moutong,2009,19.72
Parigi Moutong,2010,20.11
Parigi Moutong,2011,18.7
Parigi Moutong,2012,17.36
Parigi Moutong,2013,17.03
Parigi Moutong,2014,16.6
Parigi Moutong,2015,18.05
Parigi Moutong,2016,17.8
Parigi Moutong,2017,17.55
Parigi Moutong,2018,17.41
Parigi Moutong,2019,16.64
Parigi Moutong,2020,15.85
Parigi Moutong,2021,15.28
Parigi Moutong,2022,14.63
Parigi Moutong,2023,14.91
Parigi Moutong,2024,14.2
Tojo Una-Una,2004,-
Tojo Una-Una,2005,29.26
Tojo Una-Una,2006,31.63
Tojo Una-Una,2007,30.22
Tojo Una-Una,2008,28.48
Tojo Una-Una,2009,26.23
Tojo Una-Una,2010,24.06
Tojo Una-Una,2011,22.37
Tojo Una-Una,2012,20.98
Tojo Una-Una,2013,20.61
Tojo Una-Una,2014,18.95
Tojo Una-Una,2015,18.79
Tojo Una-Una,2016,18.56
Tojo Una-Una,2017,18.15
Tojo Una-Una,2018,18.27
Tojo Una-Una,2019,17.16
Tojo Una-Una,2020,16.39
Tojo Una-Una,2021,16.6
Tojo Una-Una,2022,16.12
Tojo Una-Una,2023,16.74
Tojo Una-Una,2024,16.36
Sigi,2004,-
Sigi,2005,-
Sigi,2006,-
Sigi,2007,-
Sigi,2008,-
Sigi,2009,-
Sigi,2010,15.09
Sigi,2011,14.03
Sigi,2012,13.2
Sigi,2013,12.27
Sigi,2014,11.63
Sigi,2015,12.75
Sigi,2016,12.76
Sigi,2017,12.66
Sigi,2018,12.6
Sigi,2019,12.91
Sigi,2020,12.45
Sigi,2021,13.05
Sigi,2022,12.3
Sigi,2023,12.83
Sigi,2024,12.06
Banggai Laut,2004,-
Banggai Laut,2005,-
Banggai Laut,2006,-
Banggai Laut,2007,-
Banggai Laut,2008,-
Banggai Laut,2009,-
Banggai Laut,2010,-
Banggai Laut,2011,-
Banggai Laut,2012,-
Banggai Laut,2013,-
Banggai Laut,2014,-
Banggai Laut,2015,17.68
Banggai Laut,2016,16.6
Banggai Laut,2017,16.17
Banggai Laut,2018,16.32
Banggai Laut,2019,15.34
Banggai Laut,2020,14.6
Banggai Laut,2021,14.17
Banggai Laut,2022,13.17
Banggai Laut,2023,14.15
Banggai Laut,2024,13.78
Morowali Utara,2004,-
Morowali Utara,2005,-
Morowali Utara,2006,-
Morowali Utara,2007,-
Morowali Utara,2008,-
Morowali Utara,2009,-
Morowali Utara,2010,-
Morowali Utara,2011,-
Morowali Utara,2012,-
Morowali Utara,2013,-
Morowali Utara,2014,-
Morowali Utara,2015,16.91
Morowali Utara,2016,16.07
Morowali Utara,2017,15.73
Morowali Utara,2018,15.53
Morowali Utara,2019,15.08
Morowali Utara,2020,14.1
Morowali Utara,2021,13.9
Morowali Utara,2022,12.97
Morowali Utara,2023,12.85
Morowali Utara,2024,11.95
Kota Palu,2004,8.43
Kota Palu,2005,10.78
Kota Palu,2006,10.49
Kota Palu,2007,9.73
Kota Palu,2008,10.1
Kota Palu,2009,9.19
Kota Palu,2010,9.98
Kota Palu,2011,9.24
Kota Palu,2012,8.58
Kota Palu,2013,7.24
Kota Palu,2014,7.05
Kota Palu,2015,7.42
Kota Palu,2016,7.06
Kota Palu,2017,6.74
Kota Palu,2018,6.58
Kota Palu,2019,6.83
Kota Palu,2020,6.8
Kota Palu,2021,7.17
Kota Palu,2022,6.63
Kota Palu,2023,6.56
Kota Palu,2024,5.94
SULAWESI SELATAN,2004,14.9
SULAWESI SELATAN,2005,14.98
SULAWESI SELATAN,2006,14.57
SULAWESI SELATAN,2007,14.11
SULAWESI SELATAN,2008,13.41
SULAWESI SELATAN,2009,11.93
SULAWESI SELATAN,2010,11.4
SULAWESI SELATAN,2011,10.27
SULAWESI SELATAN,2012,9.82
SULAWESI SELATAN,2013,10.32
SULAWESI SELATAN,2014,9.54
SULAWESI SELATAN,2015,9.39
SULAWESI SELATAN,2016,9.4
SULAWESI SELATAN,2017,9.38
SULAWESI SELATAN,2018,9.06
SULAWESI SELATAN,2019,8.69
SULAWESI SELATAN,2020,8.72
SULAWESI SELATAN,2021,8.78
SULAWESI SELATAN,2022,8.63
SULAWESI SELATAN,2023,8.7
SULAWESI SELATAN,2024,8.06
Kepulauan Selayar,2004,22.18
Kepulauan Selayar,2005,22.71
Kepulauan Selayar,2006,20.82
Kepulauan Selayar,2007,20.45
Kepulauan Selayar,2008,18.49
Kepulauan Selayar,2009,16.41
Kepulauan Selayar,2010,14.98
Kepulauan Selayar,2011,13.49
Kepulauan Selayar,2012,12.87
Kepulauan Selayar,2013,14.23
Kepulauan Selayar,2014,13.13
Kepulauan Selayar,2015,12.94
Kepulauan Selayar,2016,13.11
Kepulauan Selayar,2017,13.28
Kepulauan Selayar,2018,13.13
Kepulauan Selayar,2019,12.83
Kepulauan Selayar,2020,12.48
Kepulauan Selayar,2021,12.45
Kepulauan Selayar,2022,12.24
Kepulauan Selayar,2023,12.27
Kepulauan Selayar,2024,10.79
Bulukumba,2004,14.2
Bulukumba,2005,12.08
Bulukumba,2006,13.84
Bulukumba,2007,13.56
Bulukumba,2008,12.26
Bulukumba,2009,10.5
Bulukumba,2010,9.02
Bulukumba,2011,8.12
Bulukumba,2012,7.83
Bulukumba,2013,9.04
Bulukumba,2014,8.37
Bulukumba,2015,8.15
Bulukumba,2016,8.06
Bulukumba,2017,7.97
Bulukumba,2018,7.48
Bulukumba,2019,7.26
Bulukumba,2020,7.1
Bulukumba,2021,7.43
Bulukumba,2022,7.39
Bulukumba,2023,7.22
Bulukumba,2024,6.71
Bantaeng,2004,10.22
Bantaeng,2005,10.41
Bantaeng,2006,12.34
Bantaeng,2007,12.12
Bantaeng,2008,10.94
Bantaeng,2009,9.96
Bantaeng,2010,10.24
Bantaeng,2011,9.21
Bantaeng,2012,8.9
Bantaeng,2013,10.45
Bantaeng,2014,9.68
Bantaeng,2015,9.53
Bantaeng,2016,9.51
Bantaeng,2017,9.66
Bantaeng,2018,9.23
Bantaeng,2019,9.03
Bantaeng,2020,8.95
Bantaeng,2021,9.41
Bantaeng,2022,9.07
Bantaeng,2023,9.18
Bantaeng,2024,8.26
Jeneponto,2004,22.78
Jeneponto,2005,23.18
Jeneponto,2006,25.06
Jeneponto,2007,24.55
Jeneponto,2008,22.48
Jeneponto,2009,20.58
Jeneponto,2010,19.09
Jeneponto,2011,17.16
Jeneponto,2012,16.59
Jeneponto,2013,16.52
Jeneponto,2014,15.31
Jeneponto,2015,15.18
Jeneponto,2016,15.49
Jeneponto,2017,15.4
Jeneponto,2018,15.48
Jeneponto,2019,14.88
Jeneponto,2020,14.58
Jeneponto,2021,14.28
Jeneponto,2022,13.73
Jeneponto,2023,13.06
Jeneponto,2024,11.82
Takalar,2004,12.99
Takalar,2005,14.94
Takalar,2006,14.09
Takalar,2007,13.8
Takalar,2008,12.68
Takalar,2009,11.06
Takalar,2010,11.16
Takalar,2011,10.04
Takalar,2012,9.6
Takalar,2013,10.42
Takalar,2014,9.62
Takalar,2015,9.48
Takalar,2016,9.35
Takalar,2017,9.24
Takalar,2018,9
Takalar,2019,8.7
Takalar,2020,8.44
Takalar,2021,8.25
Takalar,2022,8.25
Takalar,2023,8.29
Takalar,2024,7.75
Gowa,2004,16.69
Gowa,2005,16.9
Gowa,2006,14.55
Gowa,2007,14.13
Gowa,2008,12.79
Gowa,2009,10.93
Gowa,2010,9.49
Gowa,2011,8.55
Gowa,2012,8.06
Gowa,2013,8.73
Gowa,2014,8
Gowa,2015,8.27
Gowa,2016,8.4
Gowa,2017,8.42
Gowa,2018,7.83
Gowa,2019,7.53
Gowa,2020,7.38
Gowa,2021,7.54
Gowa,2022,7.36
Gowa,2023,7.42
Gowa,2024,6.85
Sinjai,2004,13.83
Sinjai,2005,14.15
Sinjai,2006,15.76
Sinjai,2007,13.87
Sinjai,2008,12.73
Sinjai,2009,11.37
Sinjai,2010,10.68
Sinjai,2011,9.63
Sinjai,2012,9.29
Sinjai,2013,10.32
Sinjai,2014,9.56
Sinjai,2015,9.26
Sinjai,2016,9.41
Sinjai,2017,9.24
Sinjai,2018,9.28
Sinjai,2019,9.14
Sinjai,2020,9
Sinjai,2021,8.84
Sinjai,2022,8.8
Sinjai,2023,8.55
Sinjai,2024,7.82
Maros,2004,20.63
Maros,2005,20.13
Maros,2006,20.09
Maros,2007,20.08
Maros,2008,18.55
Maros,2009,16.35
Maros,2010,14.62
Maros,2011,13.14
Maros,2012,12.56
Maros,2013,12.94
Maros,2014,11.93
Maros,2015,11.85
Maros,2016,11.41
Maros,2017,11.14
Maros,2018,10.31
Maros,2019,9.89
Maros,2020,9.74
Maros,2021,9.57
Maros,2022,9.43
Maros,2023,9.65
Maros,2024,9.32
Pangkajene Dan Kepulauan,2004,22.29
Pangkajene Dan Kepulauan,2005,22.79
Pangkajene Dan Kepulauan,2006,23.82
Pangkajene Dan Kepulauan,2007,23.93
Pangkajene Dan Kepulauan,2008,21.36
Pangkajene Dan Kepulauan,2009,19.35
Pangkajene Dan Kepulauan,2010,19.26
Pangkajene Dan Kepulauan,2011,17.36
Pangkajene Dan Kepulauan,2012,16.63
Pangkajene Dan Kepulauan,2013,17.75
Pangkajene Dan Kepulauan,2014,16.38
Pangkajene Dan Kepulauan,2015,16.7
Pangkajene Dan Kepulauan,2016,16.22
Pangkajene Dan Kepulauan,2017,16.22
Pangkajene Dan Kepulauan,2018,15.1
Pangkajene Dan Kepulauan,2019,14.06
Pangkajene Dan Kepulauan,2020,13.96
Pangkajene Dan Kepulauan,2021,14.28
Pangkajene Dan Kepulauan,2022,13.92
Pangkajene Dan Kepulauan,2023,13.4
Pangkajene Dan Kepulauan,2024,12.41
Barru,2004,11.39
Barru,2005,11.69
Barru,2006,13.91
Barru,2007,14.73
Barru,2008,13.49
Barru,2009,11.43
Barru,2010,10.68
Barru,2011,9.59
Barru,2012,9.28
Barru,2013,10.32
Barru,2014,9.74
Barru,2015,9.42
Barru,2016,9.45
Barru,2017,9.71
Barru,2018,9.04
Barru,2019,8.57
Barru,2020,8.26
Barru,2021,8.68
Barru,2022,8.4
Barru,2023,8.46
Barru,2024,8.31
Bone,2004,15.66
Bone,2005,16.38
Bone,2006,18.78
Bone,2007,18.84
Bone,2008,17.35
Bone,2009,15.19
Bone,2010,14.08
Bone,2011,12.67
Bone,2012,12.25
Bone,2013,11.92
Bone,2014,10.88
Bone,2015,10.12
Bone,2016,10.07
Bone,2017,10.28
Bone,2018,10.55
Bone,2019,10.06
Bone,2020,10.68
Bone,2021,10.52
Bone,2022,10.58
Bone,2023,10.53
Bone,2024,9.58
Soppeng,2004,4.6
Soppeng,2005,4.65
Soppeng,2006,5.6
Soppeng,2007,5.45
Soppeng,2008,11.22
Soppeng,2009,9.95
Soppeng,2010,10.41
Soppeng,2011,9.36
Soppeng,2012,9.12
Soppeng,2013,9.43
Soppeng,2014,8.76
Soppeng,2015,8.36
Soppeng,2016,8.45
Soppeng,2017,8.29
Soppeng,2018,7.5
Soppeng,2019,7.25
Soppeng,2020,7.59
Soppeng,2021,7.53
Soppeng,2022,7.49
Soppeng,2023,7.48
Soppeng,2024,6.9
Wajo,2004,9.66
Wajo,2005,9.95
Wajo,2006,11.57
Wajo,2007,11.36
Wajo,2008,10.16
Wajo,2009,8.93
Wajo,2010,8.96
Wajo,2011,8.06
Wajo,2012,7.83
Wajo,2013,8.17
Wajo,2014,7.74
Wajo,2015,7.66
Wajo,2016,7.47
Wajo,2017,7.38
Wajo,2018,7.5
Wajo,2019,6.91
Wajo,2020,6.95
Wajo,2021,6.46
Wajo,2022,6.57
Wajo,2023,6.73
Wajo,2024,6.47
Sidenreng Rappang,2004,8.09
Sidenreng Rappang,2005,8.38
Sidenreng Rappang,2006,8.19
Sidenreng Rappang,2007,8.05
Sidenreng Rappang,2008,7.64
Sidenreng Rappang,2009,6.73
Sidenreng Rappang,2010,6.99
Sidenreng Rappang,2011,6.29
Sidenreng Rappang,2012,6
Sidenreng Rappang,2013,6.3
Sidenreng Rappang,2014,5.82
Sidenreng Rappang,2015,5.55
Sidenreng Rappang,2016,5.45
Sidenreng Rappang,2017,5.32
Sidenreng Rappang,2018,5.16
Sidenreng Rappang,2019,4.79
Sidenreng Rappang,2020,5.05
Sidenreng Rappang,2021,5.04
Sidenreng Rappang,2022,5.11
Sidenreng Rappang,2023,5.14
Sidenreng Rappang,2024,5.02
Pinrang,2004,8.84
Pinrang,2005,9.07
Pinrang,2006,10.7
Pinrang,2007,10.44
Pinrang,2008,9.65
Pinrang,2009,8.7
Pinrang,2010,9.01
Pinrang,2011,8.12
Pinrang,2012,7.83
Pinrang,2013,8.86
Pinrang,2014,8.2
Pinrang,2015,8.34
Pinrang,2016,8.48
Pinrang,2017,8.46
Pinrang,2018,8.81
Pinrang,2019,8.46
Pinrang,2020,8.86
Pinrang,2021,8.81
Pinrang,2022,8.79
Pinrang,2023,8.9
Pinrang,2024,8.55
Enrekang,2004,21.33
Enrekang,2005,21.59
Enrekang,2006,23.18
Enrekang,2007,22.79
Enrekang,2008,20.51
Enrekang,2009,18.1
Enrekang,2010,16.84
Enrekang,2011,15.18
Enrekang,2012,14.45
Enrekang,2013,15.11
Enrekang,2014,13.9
Enrekang,2015,13.82
Enrekang,2016,13.41
Enrekang,2017,13.16
Enrekang,2018,12.49
Enrekang,2019,12.33
Enrekang,2020,12.17
Enrekang,2021,12.47
Enrekang,2022,12.39
Enrekang,2023,12.69
Enrekang,2024,11.25
Luwu,2004,18.59
Luwu,2005,18.51
Luwu,2006,20.13
Luwu,2007,21.24
Luwu,2008,19.44
Luwu,2009,16.96
Luwu,2010,15.43
Luwu,2011,13.93
Luwu,2012,13.34
Luwu,2013,15.1
Luwu,2014,13.95
Luwu,2015,13.89
Luwu,2016,14.35
Luwu,2017,14.01
Luwu,2018,13.36
Luwu,2019,12.78
Luwu,2020,12.65
Luwu,2021,12.53
Luwu,2022,12.49
Luwu,2023,12.71
Luwu,2024,11.7
Tana Toraja,2004,18.54
Tana Toraja,2005,18.87
Tana Toraja,2006,20.44
Tana Toraja,2007,19.91
Tana Toraja,2008,18.57
Tana Toraja,2009,16.14
Tana Toraja,2010,14.61
Tana Toraja,2011,13.22
Tana Toraja,2012,12.73
Tana Toraja,2013,13.81
Tana Toraja,2014,12.77
Tana Toraja,2015,12.46
Tana Toraja,2016,12.36
Tana Toraja,2017,12.62
Tana Toraja,2018,12.75
Tana Toraja,2019,12.35
Tana Toraja,2020,12.1
Tana Toraja,2021,12.27
Tana Toraja,2022,12.18
Tana Toraja,2023,12.48
Tana Toraja,2024,10.79
Luwu Utara,2004,14.7
Luwu Utara,2005,14.63
Luwu Utara,2006,14.48
Luwu Utara,2007,14.03
Luwu Utara,2008,18.38
Luwu Utara,2009,16.4
Luwu Utara,2010,16.24
Luwu Utara,2011,14.64
Luwu Utara,2012,14.03
Luwu Utara,2013,15.52
Luwu Utara,2014,14.31
Luwu Utara,2015,13.87
Luwu Utara,2016,14.36
Luwu Utara,2017,14.33
Luwu Utara,2018,13.69
Luwu Utara,2019,13.6
Luwu Utara,2020,13.41
Luwu Utara,2021,13.59
Luwu Utara,2022,13.22
Luwu Utara,2023,12.66
Luwu Utara,2024,11.24
Luwu Timur,2004,13.12
Luwu Timur,2005,13.05
Luwu Timur,2006,11.35
Luwu Timur,2007,10.21
Luwu Timur,2008,10.98
Luwu Timur,2009,8.91
Luwu Timur,2010,9.18
Luwu Timur,2011,8.29
Luwu Timur,2012,7.72
Luwu Timur,2013,8.38
Luwu Timur,2014,7.67
Luwu Timur,2015,7.18
Luwu Timur,2016,7.52
Luwu Timur,2017,7.66
Luwu Timur,2018,7.23
Luwu Timur,2019,6.98
Luwu Timur,2020,6.85
Luwu Timur,2021,6.94
Luwu Timur,2022,6.81
Luwu Timur,2023,6.93
Luwu Timur,2024,6.55
Toraja Utara,2004,-
Toraja Utara,2005,-
Toraja Utara,2006,-
Toraja Utara,2007,-
Toraja Utara,2008,-
Toraja Utara,2009,-
Toraja Utara,2010,19.08
Toraja Utara,2011,17.06
Toraja Utara,2012,16.28
Toraja Utara,2013,16.53
Toraja Utara,2014,15.1
Toraja Utara,2015,15.19
Toraja Utara,2016,14.57
Toraja Utara,2017,14.41
Toraja Utara,2018,13.37
Toraja Utara,2019,12.41
Toraja Utara,2020,12.01
Toraja Utara,2021,11.99
Toraja Utara,2022,11.65
Toraja Utara,2023,12.12
Toraja Utara,2024,10.73
Kota Makassar,2004,6.15
Kota Makassar,2005,6.19
Kota Makassar,2006,7.22
Kota Makassar,2007,5.66
Kota Makassar,2008,5.36
Kota Makassar,2009,5.52
Kota Makassar,2010,5.86
Kota Makassar,2011,5.29
Kota Makassar,2012,5.02
Kota Makassar,2013,4.7
Kota Makassar,2014,4.48
Kota Makassar,2015,4.38
Kota Makassar,2016,4.56
Kota Makassar,2017,4.59
Kota Makassar,2018,4.41
Kota Makassar,2019,4.28
Kota Makassar,2020,4.54
Kota Makassar,2021,4.82
Kota Makassar,2022,4.58
Kota Makassar,2023,5.07
Kota Makassar,2024,4.97
Kota Parepare,2004,6.87
Kota Parepare,2005,6.7
Kota Parepare,2006,7.86
Kota Parepare,2007,7.65
Kota Parepare,2008,7.1
Kota Parepare,2009,6.52
Kota Parepare,2010,6.53
Kota Parepare,2011,5.91
Kota Parepare,2012,5.58
Kota Parepare,2013,6.38
Kota Parepare,2014,5.88
Kota Parepare,2015,6.08
Kota Parepare,2016,5.73
Kota Parepare,2017,5.7
Kota Parepare,2018,5.59
Kota Parepare,2019,5.26
Kota Parepare,2020,5.44
Kota Parepare,2021,5.4
Kota Parepare,2022,5.41
Kota Parepare,2023,5.34
Kota Parepare,2024,5.27
Kota Palopo,2004,11.25
Kota Palopo,2005,11.36
Kota Palopo,2006,12.92
Kota Palopo,2007,12.71
Kota Palopo,2008,12.83
Kota Palopo,2009,11.85
Kota Palopo,2010,11.28
Kota Palopo,2011,10.22
Kota Palopo,2012,9.47
Kota Palopo,2013,9.57
Kota Palopo,2014,8.8
Kota Palopo,2015,8.58
Kota Palopo,2016,8.74
Kota Palopo,2017,8.78
Kota Palopo,2018,7.94
Kota Palopo,2019,7.82
Kota Palopo,2020,7.85
Kota Palopo,2021,8.14
Kota Palopo,2022,7.78
Kota Palopo,2023,7.69
Kota Palopo,2024,7.35
SULAWESI TENGGARA,2004,21.89
SULAWESI TENGGARA,2005,21.45
SULAWESI TENGGARA,2006,23.37
SULAWESI TENGGARA,2007,21.33
SULAWESI TENGGARA,2008,19.38
SULAWESI TENGGARA,2009,17.44
SULAWESI TENGGARA,2010,15.69
SULAWESI TENGGARA,2011,14.61
SULAWESI TENGGARA,2012,13.05
SULAWESI TENGGARA,2013,13.73
SULAWESI TENGGARA,2014,12.77
SULAWESI TENGGARA,2015,12.9
SULAWESI TENGGARA,2016,12.88
SULAWESI TENGGARA,2017,12.81
SULAWESI TENGGARA,2018,11.63
SULAWESI TENGGARA,2019,11.24
SULAWESI TENGGARA,2020,11
SULAWESI TENGGARA,2021,11.66
SULAWESI TENGGARA,2022,11.17
SULAWESI TENGGARA,2023,11.43
SULAWESI TENGGARA,2024,11.21
Buton,2004,22.43
Buton,2005,23.22
Buton,2006,25.2
Buton,2007,22.94
Buton,2008,22.93
Buton,2009,20.16
Buton,2010,17.95
Buton,2011,16.64
Buton,2012,15.46
Buton,2013,15.25
Buton,2014,14.31
Buton,2015,13.75
Buton,2016,13.22
Buton,2017,13.46
Buton,2018,13.67
Buton,2019,13.65
Buton,2020,13.21
Buton,2021,13.92
Buton,2022,13.27
Buton,2023,13.77
Buton,2024,13.99
Muna,2004,25.19
Muna,2005,24.77
Muna,2006,26.95
Muna,2007,25.35
Muna,2008,22.42
Muna,2009,20.02
Muna,2010,17.35
Muna,2011,16.14
Muna,2012,14.64
Muna,2013,15.32
Muna,2014,14.46
Muna,2015,15.45
Muna,2016,15.22
Muna,2017,14.85
Muna,2018,13.19
Muna,2019,12.85
Muna,2020,12.83
Muna,2021,13.54
Muna,2022,13.41
Muna,2023,14.07
Muna,2024,13.78
Konawe,2004,26.06
Konawe,2005,23.56
Konawe,2006,25.59
Konawe,2007,24.63
Konawe,2008,22.4
Konawe,2009,19.97
Konawe,2010,17.45
Konawe,2011,16.24
Konawe,2012,14.62
Konawe,2013,16.58
Konawe,2014,15.47
Konawe,2015,16.09
Konawe,2016,16.09
Konawe,2017,15.65
Konawe,2018,13.48
Konawe,2019,12.34
Konawe,2020,12.2
Konawe,2021,13.03
Konawe,2022,12.75
Konawe,2023,13.02
Konawe,2024,13.25
Kolaka,2004,25.08
Kolaka,2005,25.72
Kolaka,2006,27.82
Kolaka,2007,25.35
Kolaka,2008,22.46
Kolaka,2009,20.46
Kolaka,2010,18.9
Kolaka,2011,17.62
Kolaka,2012,15.55
Kolaka,2013,16.2
Kolaka,2014,14.99
Kolaka,2015,14.68
Kolaka,2016,15.05
Kolaka,2017,13.78
Kolaka,2018,12.51
Kolaka,2019,11.92
Kolaka,2020,11.63
Kolaka,2021,12.43
Kolaka,2022,11.51
Kolaka,2023,11.8
Kolaka,2024,11.67
Konawe Selatan,2004,21.37
Konawe Selatan,2005,18.94
Konawe Selatan,2006,20.51
Konawe Selatan,2007,18.31
Konawe Selatan,2008,16.74
Konawe Selatan,2009,15.17
Konawe Selatan,2010,13.49
Konawe Selatan,2011,12.57
Konawe Selatan,2012,11.22
Konawe Selatan,2013,12.45
Konawe Selatan,2014,11.6
Konawe Selatan,2015,11.58
Konawe Selatan,2016,11.36
Konawe Selatan,2017,11.14
Konawe Selatan,2018,10.95
Konawe Selatan,2019,10.81
Konawe Selatan,2020,10.74
Konawe Selatan,2021,11.34
Konawe Selatan,2022,11.08
Konawe Selatan,2023,11.26
Konawe Selatan,2024,11.2
Bombana,2004,-
Bombana,2005,20.83
Bombana,2006,22.6
Bombana,2007,20.51
Bombana,2008,18.25
Bombana,2009,16.63
Bombana,2010,15.7
Bombana,2011,14.68
Bombana,2012,12.81
Bombana,2013,14.28
Bombana,2014,13.2
Bombana,2015,12.55
Bombana,2016,13.06
Bombana,2017,12.36
Bombana,2018,11.05
Bombana,2019,10.56
Bombana,2020,10.01
Bombana,2021,10.76
Bombana,2022,10.26
Bombana,2023,10.73
Bombana,2024,10.54
Wakatobi,2004,-
Wakatobi,2005,22.72
Wakatobi,2006,24.99
Wakatobi,2007,24.51
Wakatobi,2008,22.53
Wakatobi,2009,20.42
Wakatobi,2010,18.49
Wakatobi,2011,17.1
Wakatobi,2012,15.99
Wakatobi,2013,17.4
Wakatobi,2014,16.27
Wakatobi,2015,16.88
Wakatobi,2016,16.46
Wakatobi,2017,16.19
Wakatobi,2018,14.85
Wakatobi,2019,14.75
Wakatobi,2020,14.31
Wakatobi,2021,14.91
Wakatobi,2022,14.55
Wakatobi,2023,14.81
Wakatobi,2024,14.36
Kolaka Utara,2004,-
Kolaka Utara,2005,26.17
Kolaka Utara,2006,28.09
Kolaka Utara,2007,26.29
Kolaka Utara,2008,24.08
Kolaka Utara,2009,21.88
Kolaka Utara,2010,20.04
Kolaka Utara,2011,18.76
Kolaka Utara,2012,16.39
Kolaka Utara,2013,17.41
Kolaka Utara,2014,16.1
Kolaka Utara,2015,16.53
Kolaka Utara,2016,17.11
Kolaka Utara,2017,16.24
Kolaka Utara,2018,14.3
Kolaka Utara,2019,13.19
Kolaka Utara,2020,12.96
Kolaka Utara,2021,13.79
Kolaka Utara,2022,13.08
Kolaka Utara,2023,13.57
Kolaka Utara,2024,13.51
Buton Utara,2004,-
Buton Utara,2005,-
Buton Utara,2006,-
Buton Utara,2007,25.09
Buton Utara,2008,22.86
Buton Utara,2009,20.58
Buton Utara,2010,18.78
Buton Utara,2011,17.34
Buton Utara,2012,15.74
Buton Utara,2013,17.53
Buton Utara,2014,16.35
Buton Utara,2015,15.86
Buton Utara,2016,15.78
Buton Utara,2017,15.58
Buton Utara,2018,14.93
Buton Utara,2019,14.38
Buton Utara,2020,14.1
Buton Utara,2021,14.89
Buton Utara,2022,14.26
Buton Utara,2023,14.06
Buton Utara,2024,14.09
Konawe Utara,2004,-
Konawe Utara,2005,-
Konawe Utara,2006,-
Konawe Utara,2007,18.15
Konawe Utara,2008,16.5
Konawe Utara,2009,15.19
Konawe Utara,2010,13.69
Konawe Utara,2011,12.8
Konawe Utara,2012,11.78
Konawe Utara,2013,10.62
Konawe Utara,2014,10.15
Konawe Utara,2015,9.97
Konawe Utara,2016,9.75
Konawe Utara,2017,13.93
Konawe Utara,2018,14.22
Konawe Utara,2019,13.66
Konawe Utara,2020,13.53
Konawe Utara,2021,14.32
Konawe Utara,2022,13.72
Konawe Utara,2023,13.48
Konawe Utara,2024,13.17
Kolaka Timur,2004,-
Kolaka Timur,2005,-
Kolaka Timur,2006,-
Kolaka Timur,2007,-
Kolaka Timur,2008,-
Kolaka Timur,2009,-
Kolaka Timur,2010,-
Kolaka Timur,2011,-
Kolaka Timur,2012,-
Kolaka Timur,2013,-
