Tingkat Partisipasi Angkatan Kerja Menurut Jenis Kelamin 2018-2023,,,
NAMA WILAYAH,JENIS KELAMIN,TAHUN,TINGKAT PARTISIPASI (Persen)
Kutai Barat,Laki - Laki,2023,86.45
Kutai Kartanegara,Laki - Laki,2018,83.64
Kutai Kartanegara,Laki - Laki,2019,83.72
Kutai Kartanegara,Laki - Laki,2020,78.12
Kutai Kartanegara,Laki - Laki,2021,82.14
Kutai Kartanegara,Laki - Laki,2022,82.83
Kutai Kartanegara,Laki - Laki,2023,83.73
Kutai Timur,Laki - Laki,2018,85.04
Kutai Timur,Laki - Laki,2019,86.49
Kutai Timur,Laki - Laki,2020,87.16
Kutai Timur,Laki - Laki,2021,85.32
Kutai Timur,Laki - Laki,2022,86.32
Kutai Timur,Laki - Laki,2023,86.78
Berau,Laki - Laki,2018,87.33
Berau,Laki - Laki,2019,85.91
Berau,Laki - Laki,2020,84.77
Berau,Laki - Laki,2021,82.8
Berau,Laki - Laki,2022,85.35
Berau,Laki - Laki,2023,86.93
Penajam Paser Utara,Laki - Laki,2018,82.16
Penajam Paser Utara,Laki - Laki,2019,81.33
Penajam Paser Utara,Laki - Laki,2020,85.87
Penajam Paser Utara,Laki - Laki,2021,82.27
Penajam Paser Utara,Laki - Laki,2022,86.55
Penajam Paser Utara,Laki - Laki,2023,83.72
Mahakam Ulu,Laki - Laki,2018,85.24
Mahakam Ulu,Laki - Laki,2019,87.17
Mahakam Ulu,Laki - Laki,2020,85.41
Mahakam Ulu,Laki - Laki,2021,83.9
Mahakam Ulu,Laki - Laki,2022,79.98
Mahakam Ulu,Laki - Laki,2023,83.12
Kota Balikpapan,Laki - Laki,2018,77.56
Kota Balikpapan,Laki - Laki,2019,81.79
Kota Balikpapan,Laki - Laki,2020,80.32
Kota Balikpapan,Laki - Laki,2021,78.6
Kota Balikpapan,Laki - Laki,2022,83.13
Kota Balikpapan,Laki - Laki,2023,79.04
Kota Samarinda,Laki - Laki,2018,79.63
Kota Samarinda,Laki - Laki,2019,79.99
Kota Samarinda,Laki - Laki,2020,79.17
Kota Samarinda,Laki - Laki,2021,78.84
Kota Samarinda,Laki - Laki,2022,78.54
Kota Samarinda,Laki - Laki,2023,80.09
Kota Bontang,Laki - Laki,2018,81.28
Kota Bontang,Laki - Laki,2019,86.48
Kota Bontang,Laki - Laki,2020,85.15
Kota Bontang,Laki - Laki,2021,81.45
Kota Bontang,Laki - Laki,2022,86.59
Kota Bontang,Laki - Laki,2023,80.11
KALIMANTAN UTARA,Laki - Laki,2018,81.82
KALIMANTAN UTARA,Laki - Laki,2019,83.26
KALIMANTAN UTARA,Laki - Laki,2020,82.91
KALIMANTAN UTARA,Laki - Laki,2021,81.75
KALIMANTAN UTARA,Laki - Laki,2022,83.67
KALIMANTAN UTARA,Laki - Laki,2023,85.18
Malinau,Laki - Laki,2018,87.79
Malinau,Laki - Laki,2019,82.73
Malinau,Laki - Laki,2020,81.69
Malinau,Laki - Laki,2021,84.8
Malinau,Laki - Laki,2022,85.84
Malinau,Laki - Laki,2023,86.58
Bulungan,Laki - Laki,2018,82.96
Bulungan,Laki - Laki,2019,83
Bulungan,Laki - Laki,2020,81.84
Bulungan,Laki - Laki,2021,82.19
Bulungan,Laki - Laki,2022,83.48
Bulungan,Laki - Laki,2023,84.5
Tana Tidung,Laki - Laki,2018,82.85
Tana Tidung,Laki - Laki,2019,84.7
Tana Tidung,Laki - Laki,2020,85
Tana Tidung,Laki - Laki,2021,80.8
Tana Tidung,Laki - Laki,2022,90.07
Tana Tidung,Laki - Laki,2023,88.56
Nunukan,Laki - Laki,2018,87.16
Nunukan,Laki - Laki,2019,84.32
Nunukan,Laki - Laki,2020,84.21
Nunukan,Laki - Laki,2021,82.62
Nunukan,Laki - Laki,2022,86.56
Nunukan,Laki - Laki,2023,87.19
Kota Tarakan,Laki - Laki,2018,75.1
Kota Tarakan,Laki - Laki,2019,82.59
Kota Tarakan,Laki - Laki,2020,82.61
Kota Tarakan,Laki - Laki,2021,79.96
Kota Tarakan,Laki - Laki,2022,80
Kota Tarakan,Laki - Laki,2023,83.02
SULAWESI UTARA,Laki - Laki,2018,80.34
SULAWESI UTARA,Laki - Laki,2019,82.06
SULAWESI UTARA,Laki - Laki,2020,80.52
SULAWESI UTARA,Laki - Laki,2021,78.98
SULAWESI UTARA,Laki - Laki,2022,80.77
SULAWESI UTARA,Laki - Laki,2023,80.93
Bolaang Mongondow,Laki - Laki,2018,85.01
Bolaang Mongondow,Laki - Laki,2019,86.59
Bolaang Mongondow,Laki - Laki,2020,84.67
Bolaang Mongondow,Laki - Laki,2021,83.23
Bolaang Mongondow,Laki - Laki,2022,84.23
Bolaang Mongondow,Laki - Laki,2023,86.14
Minahasa,Laki - Laki,2018,80.17
Minahasa,Laki - Laki,2019,80.42
Minahasa,Laki - Laki,2020,79.04
Minahasa,Laki - Laki,2021,75.32
Minahasa,Laki - Laki,2022,82.53
Minahasa,Laki - Laki,2023,78.07
Kepulauan Sangihe,Laki - Laki,2018,80.38
Kepulauan Sangihe,Laki - Laki,2019,80.97
Kepulauan Sangihe,Laki - Laki,2020,79.3
Kepulauan Sangihe,Laki - Laki,2021,75.46
Kepulauan Sangihe,Laki - Laki,2022,81.21
Kepulauan Sangihe,Laki - Laki,2023,78.92
Kepulauan Talaud,Laki - Laki,2018,85.88
Kepulauan Talaud,Laki - Laki,2019,84.97
Kepulauan Talaud,Laki - Laki,2020,89.3
Kepulauan Talaud,Laki - Laki,2021,87.66
Kepulauan Talaud,Laki - Laki,2022,85.61
Kepulauan Talaud,Laki - Laki,2023,85.51
Minahasa Selatan,Laki - Laki,2018,82.79
Minahasa Selatan,Laki - Laki,2019,87.12
Minahasa Selatan,Laki - Laki,2020,83.95
Minahasa Selatan,Laki - Laki,2021,78.62
Minahasa Selatan,Laki - Laki,2022,81.22
Minahasa Selatan,Laki - Laki,2023,81.77
Minahasa Utara,Laki - Laki,2018,80.49
Minahasa Utara,Laki - Laki,2019,81.31
Minahasa Utara,Laki - Laki,2020,76.39
Minahasa Utara,Laki - Laki,2021,78.46
Minahasa Utara,Laki - Laki,2022,77.07
Minahasa Utara,Laki - Laki,2023,79.38
Bolaang Mongondow Utara,Laki - Laki,2018,81.34
Bolaang Mongondow Utara,Laki - Laki,2019,82.75
Bolaang Mongondow Utara,Laki - Laki,2020,81.88
Bolaang Mongondow Utara,Laki - Laki,2021,81.57
Bolaang Mongondow Utara,Laki - Laki,2022,85.31
Bolaang Mongondow Utara,Laki - Laki,2023,82.57
Siau Tagulandang Biaro,Laki - Laki,2018,81.11
Siau Tagulandang Biaro,Laki - Laki,2019,81.94
Siau Tagulandang Biaro,Laki - Laki,2020,83.04
Siau Tagulandang Biaro,Laki - Laki,2021,81.08
Siau Tagulandang Biaro,Laki - Laki,2022,82.38
Siau Tagulandang Biaro,Laki - Laki,2023,82.85
Minahasa Tenggara,Laki - Laki,2018,81.03
Minahasa Tenggara,Laki - Laki,2019,86.98
Minahasa Tenggara,Laki - Laki,2020,84.59
Minahasa Tenggara,Laki - Laki,2021,82
Minahasa Tenggara,Laki - Laki,2022,83.77
Minahasa Tenggara,Laki - Laki,2023,82.49
Bolaang Mongondow Selatan,Laki - Laki,2018,85.84
Bolaang Mongondow Selatan,Laki - Laki,2019,84.84
Bolaang Mongondow Selatan,Laki - Laki,2020,84.65
Bolaang Mongondow Selatan,Laki - Laki,2021,78.89
Bolaang Mongondow Selatan,Laki - Laki,2022,86.01
Bolaang Mongondow Selatan,Laki - Laki,2023,86.47
Bolaang Mongondow Timur,Laki - Laki,2018,83.29
Bolaang Mongondow Timur,Laki - Laki,2019,88.1
Bolaang Mongondow Timur,Laki - Laki,2020,86.26
Bolaang Mongondow Timur,Laki - Laki,2021,85.33
Bolaang Mongondow Timur,Laki - Laki,2022,89.01
Bolaang Mongondow Timur,Laki - Laki,2023,85.82
Kota Manado,Laki - Laki,2018,74.72
Kota Manado,Laki - Laki,2019,78.97
Kota Manado,Laki - Laki,2020,75.97
Kota Manado,Laki - Laki,2021,77.29
Kota Manado,Laki - Laki,2022,75.22
Kota Manado,Laki - Laki,2023,74.76
Kota Bitung,Laki - Laki,2018,80.28
Kota Bitung,Laki - Laki,2019,79.99
Kota Bitung,Laki - Laki,2020,78.87
Kota Bitung,Laki - Laki,2021,79.28
Kota Bitung,Laki - Laki,2022,78.34
Kota Bitung,Laki - Laki,2023,84.64
Kota Tomohon,Laki - Laki,2018,76.21
Kota Tomohon,Laki - Laki,2019,75.31
Kota Tomohon,Laki - Laki,2020,75.02
Kota Tomohon,Laki - Laki,2021,72.39
Kota Tomohon,Laki - Laki,2022,75.44
Kota Tomohon,Laki - Laki,2023,78.83
Kota Kotamobagu,Laki - Laki,2018,80.26
Kota Kotamobagu,Laki - Laki,2019,80.06
Kota Kotamobagu,Laki - Laki,2020,84.16
Kota Kotamobagu,Laki - Laki,2021,81.77
Kota Kotamobagu,Laki - Laki,2022,83.92
Kota Kotamobagu,Laki - Laki,2023,84.95
SULAWESI TENGAH,Laki - Laki,2018,84.98
SULAWESI TENGAH,Laki - Laki,2019,84.65
SULAWESI TENGAH,Laki - Laki,2020,85.82
SULAWESI TENGAH,Laki - Laki,2021,84.78
SULAWESI TENGAH,Laki - Laki,2022,85.83
SULAWESI TENGAH,Laki - Laki,2023,85.42
Banggai Kepulauan,Laki - Laki,2018,83.39
Banggai Kepulauan,Laki - Laki,2019,88.05
Banggai Kepulauan,Laki - Laki,2020,85.83
Banggai Kepulauan,Laki - Laki,2021,83.69
Banggai Kepulauan,Laki - Laki,2022,87.84
Banggai Kepulauan,Laki - Laki,2023,84.84
Banggai,Laki - Laki,2018,85.61
Banggai,Laki - Laki,2019,84.48
Banggai,Laki - Laki,2020,84.82
Banggai,Laki - Laki,2021,87.19
Banggai,Laki - Laki,2022,88.32
Banggai,Laki - Laki,2023,85.72
Morowali,Laki - Laki,2018,86.27
Morowali,Laki - Laki,2019,84.44
Morowali,Laki - Laki,2020,81.12
Morowali,Laki - Laki,2021,80.66
Morowali,Laki - Laki,2022,84.01
Morowali,Laki - Laki,2023,84.99
Poso,Laki - Laki,2018,88.8
Poso,Laki - Laki,2019,86.9
Poso,Laki - Laki,2020,87.11
Poso,Laki - Laki,2021,87.93
Poso,Laki - Laki,2022,86.19
Poso,Laki - Laki,2023,83.67
Donggala,Laki - Laki,2018,84.13
Donggala,Laki - Laki,2019,84.85
Donggala,Laki - Laki,2020,84.89
Donggala,Laki - Laki,2021,86.67
Donggala,Laki - Laki,2022,88.37
Donggala,Laki - Laki,2023,85.44
Toli-Toli,Laki - Laki,2018,86.15
Toli-Toli,Laki - Laki,2019,84.36
Toli-Toli,Laki - Laki,2020,86.86
Toli-Toli,Laki - Laki,2021,83.35
Toli-Toli,Laki - Laki,2022,83.85
Toli-Toli,Laki - Laki,2023,84.87
Buol,Laki - Laki,2018,84.75
Buol,Laki - Laki,2019,87.25
Buol,Laki - Laki,2020,88.82
Buol,Laki - Laki,2021,86.3
Buol,Laki - Laki,2022,87.33
Buol,Laki - Laki,2023,85.62
Parigi Moutong,Laki - Laki,2018,87.16
Parigi Moutong,Laki - Laki,2019,88.51
Parigi Moutong,Laki - Laki,2020,89.05
Parigi Moutong,Laki - Laki,2021,86.38
Parigi Moutong,Laki - Laki,2022,89.07
Parigi Moutong,Laki - Laki,2023,87.45
Tojo Una-Una,Laki - Laki,2018,87.08
Tojo Una-Una,Laki - Laki,2019,89.67
Tojo Una-Una,Laki - Laki,2020,87.82
Tojo Una-Una,Laki - Laki,2021,88.57
Tojo Una-Una,Laki - Laki,2022,86.39
Tojo Una-Una,Laki - Laki,2023,87.18
Sigi,Laki - Laki,2018,83.74
Sigi,Laki - Laki,2019,85.62
Sigi,Laki - Laki,2020,86.71
Sigi,Laki - Laki,2021,87.14
Sigi,Laki - Laki,2022,87.57
Sigi,Laki - Laki,2023,86.41
Banggai Laut,Laki - Laki,2018,83.29
Banggai Laut,Laki - Laki,2019,84.58
Banggai Laut,Laki - Laki,2020,88.16
Banggai Laut,Laki - Laki,2021,81.01
Banggai Laut,Laki - Laki,2022,76.72
Banggai Laut,Laki - Laki,2023,81.85
Morowali Utara,Laki - Laki,2018,90.63
Morowali Utara,Laki - Laki,2019,81.41
Morowali Utara,Laki - Laki,2020,86.66
Morowali Utara,Laki - Laki,2021,84.83
Morowali Utara,Laki - Laki,2022,85.85
Morowali Utara,Laki - Laki,2023,86.29
Kota Palu,Laki - Laki,2018,77.76
Kota Palu,Laki - Laki,2019,75.34
Kota Palu,Laki - Laki,2020,80.34
Kota Palu,Laki - Laki,2021,76.61
Kota Palu,Laki - Laki,2022,78.33
Kota Palu,Laki - Laki,2023,83.32
SULAWESI SELATAN,Laki - Laki,2018,81.33
SULAWESI SELATAN,Laki - Laki,2019,81.72
SULAWESI SELATAN,Laki - Laki,2020,79.66
SULAWESI SELATAN,Laki - Laki,2021,81.03
SULAWESI SELATAN,Laki - Laki,2022,82.91
SULAWESI SELATAN,Laki - Laki,2023,82.22
Kepulauan Selayar,Laki - Laki,2018,86.45
Kepulauan Selayar,Laki - Laki,2019,83.06
Kepulauan Selayar,Laki - Laki,2020,82.95
Kepulauan Selayar,Laki - Laki,2021,81.77
Kepulauan Selayar,Laki - Laki,2022,85.36
Kepulauan Selayar,Laki - Laki,2023,84.98
Bulukumba,Laki - Laki,2018,87.91
Bulukumba,Laki - Laki,2019,85.1
Bulukumba,Laki - Laki,2020,83.56
Bulukumba,Laki - Laki,2021,81.83
Bulukumba,Laki - Laki,2022,83.82
Bulukumba,Laki - Laki,2023,84.61
Bantaeng,Laki - Laki,2018,87.62
Bantaeng,Laki - Laki,2019,86.08
Bantaeng,Laki - Laki,2020,86.81
Bantaeng,Laki - Laki,2021,87.13
Bantaeng,Laki - Laki,2022,87.07
Bantaeng,Laki - Laki,2023,86.91
Jeneponto,Laki - Laki,2018,85.25
Jeneponto,Laki - Laki,2019,86.58
Jeneponto,Laki - Laki,2020,85.74
Jeneponto,Laki - Laki,2021,83.13
Jeneponto,Laki - Laki,2022,87.9
Jeneponto,Laki - Laki,2023,82.81
Takalar,Laki - Laki,2018,85.11
Takalar,Laki - Laki,2019,85.73
Takalar,Laki - Laki,2020,78.39
Takalar,Laki - Laki,2021,83.99
Takalar,Laki - Laki,2022,82.82
Takalar,Laki - Laki,2023,83.96
Gowa,Laki - Laki,2018,83.67
Gowa,Laki - Laki,2019,84.9
Gowa,Laki - Laki,2020,84.18
Gowa,Laki - Laki,2021,84.13
Gowa,Laki - Laki,2022,86.55
Gowa,Laki - Laki,2023,87.81
Sinjai,Laki - Laki,2018,85.6
Sinjai,Laki - Laki,2019,84.72
Sinjai,Laki - Laki,2020,85.39
Sinjai,Laki - Laki,2021,85.72
Sinjai,Laki - Laki,2022,82.92
Sinjai,Laki - Laki,2023,81.99
Maros,Laki - Laki,2018,80.25
Maros,Laki - Laki,2019,84.74
Maros,Laki - Laki,2020,82.45
Maros,Laki - Laki,2021,80.88
Maros,Laki - Laki,2022,82.14
Maros,Laki - Laki,2023,81.11
Pangkajene dan Kepulauan,Laki - Laki,2018,83.57
Pangkajene dan Kepulauan,Laki - Laki,2019,83.41
Pangkajene dan Kepulauan,Laki - Laki,2020,80.48
Pangkajene dan Kepulauan,Laki - Laki,2021,84.05
Pangkajene dan Kepulauan,Laki - Laki,2022,89.3
Pangkajene dan Kepulauan,Laki - Laki,2023,85.21
Barru,Laki - Laki,2018,80.76
Barru,Laki - Laki,2019,81.99
Barru,Laki - Laki,2020,78.03
Barru,Laki - Laki,2021,77.53
Barru,Laki - Laki,2022,81.31
Barru,Laki - Laki,2023,81.07
Bone,Laki - Laki,2018,79.07
Bone,Laki - Laki,2019,81.17
Bone,Laki - Laki,2020,71.85
Bone,Laki - Laki,2021,84.84
Bone,Laki - Laki,2022,84.21
Bone,Laki - Laki,2023,82.22
Soppeng,Laki - Laki,2018,81.61
Soppeng,Laki - Laki,2019,82.31
Soppeng,Laki - Laki,2020,82.05
Soppeng,Laki - Laki,2021,80.69
Soppeng,Laki - Laki,2022,81.9
Soppeng,Laki - Laki,2023,77.89
Wajo,Laki - Laki,2018,82.87
Wajo,Laki - Laki,2019,82.97
Wajo,Laki - Laki,2020,86.33
Wajo,Laki - Laki,2021,85.69
Wajo,Laki - Laki,2022,85.22
Wajo,Laki - Laki,2023,85.46
Sidenreng Rappang,Laki - Laki,2018,81.12
Sidenreng Rappang,Laki - Laki,2019,82.23
Sidenreng Rappang,Laki - Laki,2020,81.55
Sidenreng Rappang,Laki - Laki,2021,80.77
Sidenreng Rappang,Laki - Laki,2022,80.75
Sidenreng Rappang,Laki - Laki,2023,78.81
Pinrang,Laki - Laki,2018,79.74
Pinrang,Laki - Laki,2019,81.89
Pinrang,Laki - Laki,2020,82.64
Pinrang,Laki - Laki,2021,80.95
Pinrang,Laki - Laki,2022,79.21
Pinrang,Laki - Laki,2023,82.02
Enrekang,Laki - Laki,2018,83.45
Enrekang,Laki - Laki,2019,82.06
Enrekang,Laki - Laki,2020,85.3
Enrekang,Laki - Laki,2021,85.22
Enrekang,Laki - Laki,2022,86.5
Enrekang,Laki - Laki,2023,83.18
Luwu,Laki - Laki,2018,80.14
Luwu,Laki - Laki,2019,83.13
Luwu,Laki - Laki,2020,79.89
Luwu,Laki - Laki,2021,80.98
Luwu,Laki - Laki,2022,83.07
Luwu,Laki - Laki,2023,84.32
Tana Toraja,Laki - Laki,2018,85.96
Tana Toraja,Laki - Laki,2019,84.21
Tana Toraja,Laki - Laki,2020,75.5
Tana Toraja,Laki - Laki,2021,80.8
Tana Toraja,Laki - Laki,2022,88.1
Tana Toraja,Laki - Laki,2023,88.52
Luwu Utara,Laki - Laki,2018,80.62
Luwu Utara,Laki - Laki,2019,86.62
Luwu Utara,Laki - Laki,2020,71.12
Luwu Utara,Laki - Laki,2021,78.3
Luwu Utara,Laki - Laki,2022,85.86
Luwu Utara,Laki - Laki,2023,82.17
Luwu Timur,Laki - Laki,2018,88.92
Luwu Timur,Laki - Laki,2019,86.7
Luwu Timur,Laki - Laki,2020,86.59
Luwu Timur,Laki - Laki,2021,86
Luwu Timur,Laki - Laki,2022,87.9
Luwu Timur,Laki - Laki,2023,84.5
Toraja Utara,Laki - Laki,2018,76.95
Toraja Utara,Laki - Laki,2019,75.39
Toraja Utara,Laki - Laki,2020,68.27
Toraja Utara,Laki - Laki,2021,75.18
Toraja Utara,Laki - Laki,2022,74.36
Toraja Utara,Laki - Laki,2023,81.06
Kota Makasar,Laki - Laki,2018,75.23
Kota Makasar,Laki - Laki,2019,74.15
Kota Makasar,Laki - Laki,2020,75.44
Kota Makasar,Laki - Laki,2021,74.6
Kota Makasar,Laki - Laki,2022,77.86
Kota Makasar,Laki - Laki,2023,75.86
Kota Parepare,Laki - Laki,2018,81.46
Kota Parepare,Laki - Laki,2019,79.3
Kota Parepare,Laki - Laki,2020,79.99
Kota Parepare,Laki - Laki,2021,80.16
Kota Parepare,Laki - Laki,2022,77.8
Kota Parepare,Laki - Laki,2023,80.09
Kota Palopo,Laki - Laki,2018,75.82
Kota Palopo,Laki - Laki,2019,76.81
Kota Palopo,Laki - Laki,2020,76.23
Kota Palopo,Laki - Laki,2021,74.46
Kota Palopo,Laki - Laki,2022,77.84
Kota Palopo,Laki - Laki,2023,78.31
SULAWESI TENGGARA,Laki - Laki,2018,83.97
SULAWESI TENGGARA,Laki - Laki,2019,83.38
SULAWESI TENGGARA,Laki - Laki,2020,83.8
SULAWESI TENGGARA,Laki - Laki,2021,84.08
SULAWESI TENGGARA,Laki - Laki,2022,82.91
SULAWESI TENGGARA,Laki - Laki,2023,84.15
Buton,Laki - Laki,2018,80.59
Buton,Laki - Laki,2019,77.02
Buton,Laki - Laki,2020,78.03
Buton,Laki - Laki,2021,76.32
Buton,Laki - Laki,2022,87.8
Buton,Laki - Laki,2023,79.43
Muna,Laki - Laki,2018,75.65
Muna,Laki - Laki,2019,76.12
Muna,Laki - Laki,2020,76.56
Muna,Laki - Laki,2021,78.08
Muna,Laki - Laki,2022,74.62
Muna,Laki - Laki,2023,79.7
Konawe,Laki - Laki,2018,87.6
Konawe,Laki - Laki,2019,85.77
Konawe,Laki - Laki,2020,85.22
Konawe,Laki - Laki,2021,85.89
Konawe,Laki - Laki,2022,83.73
Konawe,Laki - Laki,2023,84.91
Kolaka,Laki - Laki,2018,87.25
Kolaka,Laki - Laki,2019,86.47
Kolaka,Laki - Laki,2020,87.42
Kolaka,Laki - Laki,2021,85.58
Kolaka,Laki - Laki,2022,86.04
Kolaka,Laki - Laki,2023,84.91
Konawe Selatan,Laki - Laki,2018,88.15
Konawe Selatan,Laki - Laki,2019,89.95
Konawe Selatan,Laki - Laki,2020,87.7
Konawe Selatan,Laki - Laki,2021,87.8
Konawe Selatan,Laki - Laki,2022,86.39
Konawe Selatan,Laki - Laki,2023,85.77
Bombana,Laki - Laki,2018,86.8
Bombana,Laki - Laki,2019,85.71
Bombana,Laki - Laki,2020,88.67
Bombana,Laki - Laki,2021,88.57
Bombana,Laki - Laki,2022,86.63
Bombana,Laki - Laki,2023,86.66
Wakatobi,Laki - Laki,2018,85.2
Wakatobi,Laki - Laki,2019,82.1
Wakatobi,Laki - Laki,2020,81.02
Wakatobi,Laki - Laki,2021,83.81
Wakatobi,Laki - Laki,2022,82.38
Wakatobi,Laki - Laki,2023,83.38
Kolaka Utara,Laki - Laki,2018,90.8
Kolaka Utara,Laki - Laki,2019,91.84
Kolaka Utara,Laki - Laki,2020,93.06
Kolaka Utara,Laki - Laki,2021,92.13
Kolaka Utara,Laki - Laki,2022,90.39
Kolaka Utara,Laki - Laki,2023,89.37
Buton Utara,Laki - Laki,2018,85.44
Buton Utara,Laki - Laki,2019,84.82
Buton Utara,Laki - Laki,2020,87.4
Buton Utara,Laki - Laki,2021,86.33
Buton Utara,Laki - Laki,2022,91.57
Buton Utara,Laki - Laki,2023,89.23
Konawe Utara,Laki - Laki,2018,89.5
Konawe Utara,Laki - Laki,2019,86.09
Konawe Utara,Laki - Laki,2020,90.14
Konawe Utara,Laki - Laki,2021,86.03
Konawe Utara,Laki - Laki,2022,86.43
Konawe Utara,Laki - Laki,2023,87.72
Kolaka Timur,Laki - Laki,2018,91.18
Kolaka Timur,Laki - Laki,2019,92.38
Kolaka Timur,Laki - Laki,2020,91.05
Kolaka Timur,Laki - Laki,2021,88.82
Kolaka Timur,Laki - Laki,2022,87.76
Kolaka Timur,Laki - Laki,2023,88.6
Konawe Kepulauan,Laki - Laki,2018,85.63
Konawe Kepulauan,Laki - Laki,2019,79.74
Konawe Kepulauan,Laki - Laki,2020,85.55
Konawe Kepulauan,Laki - Laki,2021,83.9
Konawe Kepulauan,Laki - Laki,2022,82.77
Konawe Kepulauan,Laki - Laki,2023,86.54
Muna Barat,Laki - Laki,2018,88.81
Muna Barat,Laki - Laki,2019,80.64
Muna Barat,Laki - Laki,2020,85.16
Muna Barat,Laki - Laki,2021,82.94
Muna Barat,Laki - Laki,2022,92.73
Muna Barat,Laki - Laki,2023,89.35
Buton Tengah,Laki - Laki,2018,78.11
Buton Tengah,Laki - Laki,2019,77.99
Buton Tengah,Laki - Laki,2020,76.75
Buton Tengah,Laki - Laki,2021,74.85
Buton Tengah,Laki - Laki,2022,76.71
Buton Tengah,Laki - Laki,2023,78.34
Buton Selatan,Laki - Laki,2018,78.52
Buton Selatan,Laki - Laki,2019,80.63
Buton Selatan,Laki - Laki,2020,85.21
Buton Selatan,Laki - Laki,2021,88.44
Buton Selatan,Laki - Laki,2022,79.89
Buton Selatan,Laki - Laki,2023,82.61
Kota Kendari,Laki - Laki,2018,75.25
Kota Kendari,Laki - Laki,2019,76.32
Kota Kendari,Laki - Laki,2020,76.72
Kota Kendari,Laki - Laki,2021,79.18
Kota Kendari,Laki - Laki,2022,75.12
Kota Kendari,Laki - Laki,2023,80.83
Kota Baubau,Laki - Laki,2018,81.2
Kota Baubau,Laki - Laki,2019,77.64
Kota Baubau,Laki - Laki,2020,76.27
Kota Baubau,Laki - Laki,2021,80.24
Kota Baubau,Laki - Laki,2022,76.05
Kota Baubau,Laki - Laki,2023,82.72
GORONTALO,Laki - Laki,2018,84.24
GORONTALO,Laki - Laki,2019,84.77
GORONTALO,Laki - Laki,2020,83.02
GORONTALO,Laki - Laki,2021,81.6
GORONTALO,Laki - Laki,2022,85.3
GORONTALO,Laki - Laki,2023,85.34
Boalemo,Laki - Laki,2018,84.48
Boalemo,Laki - Laki,2019,87.23
Boalemo,Laki - Laki,2020,79.76
Boalemo,Laki - Laki,2021,82.8
Boalemo,Laki - Laki,2022,87.54
Boalemo,Laki - Laki,2023,87.57
Gorontalo,Laki - Laki,2018,83.47
Gorontalo,Laki - Laki,2019,83.95
Gorontalo,Laki - Laki,2020,83.62
Gorontalo,Laki - Laki,2021,80.86
Gorontalo,Laki - Laki,2022,85.74
Gorontalo,Laki - Laki,2023,85.64
Pohuwato,Laki - Laki,2018,88.03
Pohuwato,Laki - Laki,2019,89.25
Pohuwato,Laki - Laki,2020,87.98
Pohuwato,Laki - Laki,2021,87.92
Pohuwato,Laki - Laki,2022,89.93
Pohuwato,Laki - Laki,2023,90.93
Bone Bolango,Laki - Laki,2018,86.7
Bone Bolango,Laki - Laki,2019,84.29
Bone Bolango,Laki - Laki,2020,82.35
Bone Bolango,Laki - Laki,2021,80.99
Bone Bolango,Laki - Laki,2022,82.78
Bone Bolango,Laki - Laki,2023,82.42
Gorontalo Utara,Laki - Laki,2018,87.63
Gorontalo Utara,Laki - Laki,2019,86.12
Gorontalo Utara,Laki - Laki,2020,87.13
Gorontalo Utara,Laki - Laki,2021,86.34
Gorontalo Utara,Laki - Laki,2022,88.67
Gorontalo Utara,Laki - Laki,2023,86.88
Kota Gorontalo,Laki - Laki,2018,79.07
Kota Gorontalo,Laki - Laki,2019,80.71
Kota Gorontalo,Laki - Laki,2020,79.18
Kota Gorontalo,Laki - Laki,2021,75.35
Kota Gorontalo,Laki - Laki,2022,79.53
Kota Gorontalo,Laki - Laki,2023,80.33
SULAWESI BARAT,Laki - Laki,2018,84.52
SULAWESI BARAT,Laki - Laki,2019,86.82
SULAWESI BARAT,Laki - Laki,2020,85.29
SULAWESI BARAT,Laki - Laki,2021,86.1
SULAWESI BARAT,Laki - Laki,2022,87.71
SULAWESI BARAT,Laki - Laki,2023,86.28
Majene,Laki - Laki,2018,85.3
Majene,Laki - Laki,2019,81.82
Majene,Laki - Laki,2020,82.23
Majene,Laki - Laki,2021,80.23
Majene,Laki - Laki,2022,83.7
Majene,Laki - Laki,2023,79.89
Polewali Mandar,Laki - Laki,2018,82.44
Polewali Mandar,Laki - Laki,2019,84.53
Polewali Mandar,Laki - Laki,2020,86.45
Polewali Mandar,Laki - Laki,2021,83.91
Polewali Mandar,Laki - Laki,2022,87.5
Polewali Mandar,Laki - Laki,2023,86.02
Mamasa,Laki - Laki,2018,84.87
Mamasa,Laki - Laki,2019,87.81
Mamasa,Laki - Laki,2020,86.62
Mamasa,Laki - Laki,2021,86.97
Mamasa,Laki - Laki,2022,91.27
Mamasa,Laki - Laki,2023,85.09
Mamuju,Laki - Laki,2018,83.13
Mamuju,Laki - Laki,2019,87.19
Mamuju,Laki - Laki,2020,79.51
Mamuju,Laki - Laki,2021,87.28
Mamuju,Laki - Laki,2022,87.21
Mamuju,Laki - Laki,2023,86.8
Mamuju Utara / Pasangkayu,Laki - Laki,2018,87.24
Mamuju Utara / Pasangkayu,Laki - Laki,2019,91.56
Mamuju Utara / Pasangkayu,Laki - Laki,2020,90.06
Mamuju Utara / Pasangkayu,Laki - Laki,2021,89.26
Mamuju Utara / Pasangkayu,Laki - Laki,2022,89.91
