Tingkat Partisipasi Angkatan Kerja Menurut Jenis Kelamin 2018-2023,,,
NAMA WILAYAH,JENIS KELAMIN,TAHUN,TINGKAT PARTISIPASI (Persen)
Malang,Perempuan,2018,53.92
Malang,Perempuan,2019,54.85
Malang,Perempuan,2020,56.13
Malang,Perempuan,2021,51.79
Malang,Perempuan,2022,54.38
Malang,Perempuan,2023,55.79
Lumajang,Perempuan,2018,50.71
Lumajang,Perempuan,2019,48.11
Lumajang,Perempuan,2020,50.49
Lumajang,Perempuan,2021,48.97
Lumajang,Perempuan,2022,54.4
Lumajang,Perempuan,2023,50.99
Jember,Perempuan,2018,50.78
Jember,Perempuan,2019,49.77
Jember,Perempuan,2020,50.3
Jember,Perempuan,2021,52.41
Jember,Perempuan,2022,54.49
Jember,Perempuan,2023,58.13
Banyuwangi,Perempuan,2018,56.87
Banyuwangi,Perempuan,2019,57.77
Banyuwangi,Perempuan,2020,56.8
Banyuwangi,Perempuan,2021,56.63
Banyuwangi,Perempuan,2022,58.11
Banyuwangi,Perempuan,2023,68.37
Bondowoso,Perempuan,2018,58.1
Bondowoso,Perempuan,2019,62.05
Bondowoso,Perempuan,2020,62.08
Bondowoso,Perempuan,2021,60.7
Bondowoso,Perempuan,2022,60.96
Bondowoso,Perempuan,2023,62.11
Situbondo,Perempuan,2018,55.95
Situbondo,Perempuan,2019,58.5
Situbondo,Perempuan,2020,60.47
Situbondo,Perempuan,2021,58.22
Situbondo,Perempuan,2022,57.87
Situbondo,Perempuan,2023,63.84
Probolinggo,Perempuan,2018,51.26
Probolinggo,Perempuan,2019,51.32
Probolinggo,Perempuan,2020,57.94
Probolinggo,Perempuan,2021,58.71
Probolinggo,Perempuan,2022,57.18
Probolinggo,Perempuan,2023,51.93
Pasuruan,Perempuan,2018,54.95
Pasuruan,Perempuan,2019,51.36
Pasuruan,Perempuan,2020,50.64
Pasuruan,Perempuan,2021,53.02
Pasuruan,Perempuan,2022,54.99
Pasuruan,Perempuan,2023,56.77
Sidoarjo,Perempuan,2018,49.8
Sidoarjo,Perempuan,2019,50.75
Sidoarjo,Perempuan,2020,52.78
Sidoarjo,Perempuan,2021,50.86
Sidoarjo,Perempuan,2022,55.76
Sidoarjo,Perempuan,2023,56.08
Mojokerto,Perempuan,2018,58.91
Mojokerto,Perempuan,2019,51.72
Mojokerto,Perempuan,2020,53.64
Mojokerto,Perempuan,2021,55.6
Mojokerto,Perempuan,2022,57.27
Mojokerto,Perempuan,2023,57.77
Jombang,Perempuan,2018,54.24
Jombang,Perempuan,2019,55.84
Jombang,Perempuan,2020,56.28
Jombang,Perempuan,2021,56.02
Jombang,Perempuan,2022,50.42
Jombang,Perempuan,2023,57.68
Nganjuk,Perempuan,2018,50.98
Nganjuk,Perempuan,2019,51.35
Nganjuk,Perempuan,2020,49.27
Nganjuk,Perempuan,2021,47.82
Nganjuk,Perempuan,2022,50.31
Nganjuk,Perempuan,2023,48.86
Madiun,Perempuan,2018,56.98
Madiun,Perempuan,2019,57.48
Madiun,Perempuan,2020,57.81
Madiun,Perempuan,2021,53.4
Madiun,Perempuan,2022,58.73
Madiun,Perempuan,2023,59.68
Magetan,Perempuan,2018,69.44
Magetan,Perempuan,2019,61.29
Magetan,Perempuan,2020,63.91
Magetan,Perempuan,2021,63.45
Magetan,Perempuan,2022,63.04
Magetan,Perempuan,2023,68.82
Ngawi,Perempuan,2018,64.09
Ngawi,Perempuan,2019,59.54
Ngawi,Perempuan,2020,61.19
Ngawi,Perempuan,2021,61.78
Ngawi,Perempuan,2022,69.9
Ngawi,Perempuan,2023,55.69
Bojonegoro,Perempuan,2018,50.97
Bojonegoro,Perempuan,2019,55.19
Bojonegoro,Perempuan,2020,61.65
Bojonegoro,Perempuan,2021,58.28
Bojonegoro,Perempuan,2022,56.77
Bojonegoro,Perempuan,2023,59.94
Tuban,Perempuan,2018,55.45
Tuban,Perempuan,2019,52.58
Tuban,Perempuan,2020,56.18
Tuban,Perempuan,2021,58.73
Tuban,Perempuan,2022,59.47
Tuban,Perempuan,2023,61.32
Lamongan,Perempuan,2018,55.36
Lamongan,Perempuan,2019,55.97
Lamongan,Perempuan,2020,58.94
Lamongan,Perempuan,2021,59.17
Lamongan,Perempuan,2022,55.47
Lamongan,Perempuan,2023,64.63
Gresik,Perempuan,2018,51.35
Gresik,Perempuan,2019,48.54
Gresik,Perempuan,2020,48.82
Gresik,Perempuan,2021,53.86
Gresik,Perempuan,2022,51.42
Gresik,Perempuan,2023,54.37
Bangkalan,Perempuan,2018,58.72
Bangkalan,Perempuan,2019,51.09
Bangkalan,Perempuan,2020,56.62
Bangkalan,Perempuan,2021,58.95
Bangkalan,Perempuan,2022,64.17
Bangkalan,Perempuan,2023,58.46
Sampang,Perempuan,2018,57.78
Sampang,Perempuan,2019,53.35
Sampang,Perempuan,2020,59.06
Sampang,Perempuan,2021,59.07
Sampang,Perempuan,2022,63.38
Sampang,Perempuan,2023,62.54
Pamekasan,Perempuan,2018,60.85
Pamekasan,Perempuan,2019,57.11
Pamekasan,Perempuan,2020,59.42
Pamekasan,Perempuan,2021,53.77
Pamekasan,Perempuan,2022,65.15
Pamekasan,Perempuan,2023,68.1
Sumenep,Perempuan,2018,60.43
Sumenep,Perempuan,2019,66.18
Sumenep,Perempuan,2020,65.47
Sumenep,Perempuan,2021,67.54
Sumenep,Perempuan,2022,65.18
Sumenep,Perempuan,2023,70.76
Kota Kediri,Perempuan,2018,56.14
Kota Kediri,Perempuan,2019,53.04
Kota Kediri,Perempuan,2020,55.35
Kota Kediri,Perempuan,2021,54.68
Kota Kediri,Perempuan,2022,61.44
Kota Kediri,Perempuan,2023,60.37
Kota Blitar,Perempuan,2018,64.88
Kota Blitar,Perempuan,2019,63.6
Kota Blitar,Perempuan,2020,60.24
Kota Blitar,Perempuan,2021,59.04
Kota Blitar,Perempuan,2022,56.23
Kota Blitar,Perempuan,2023,63.87
Kota Malang,Perempuan,2018,53.85
Kota Malang,Perempuan,2019,52.79
Kota Malang,Perempuan,2020,55.1
Kota Malang,Perempuan,2021,55.95
Kota Malang,Perempuan,2022,48.74
Kota Malang,Perempuan,2023,55.64
Kota Probolinggo,Perempuan,2018,50.61
Kota Probolinggo,Perempuan,2019,50.1
Kota Probolinggo,Perempuan,2020,56.47
Kota Probolinggo,Perempuan,2021,54.84
Kota Probolinggo,Perempuan,2022,55.32
Kota Probolinggo,Perempuan,2023,57.93
Kota Pasuruan,Perempuan,2018,52.17
Kota Pasuruan,Perempuan,2019,54.06
Kota Pasuruan,Perempuan,2020,57.94
Kota Pasuruan,Perempuan,2021,58.98
Kota Pasuruan,Perempuan,2022,54.77
Kota Pasuruan,Perempuan,2023,65.34
Kota Mojokerto,Perempuan,2018,60.37
Kota Mojokerto,Perempuan,2019,52.04
Kota Mojokerto,Perempuan,2020,56.11
Kota Mojokerto,Perempuan,2021,55.55
Kota Mojokerto,Perempuan,2022,56.99
Kota Mojokerto,Perempuan,2023,61.43
Kota Madiun,Perempuan,2018,52.2
Kota Madiun,Perempuan,2019,57.31
Kota Madiun,Perempuan,2020,59.35
Kota Madiun,Perempuan,2021,59.31
Kota Madiun,Perempuan,2022,58.56
Kota Madiun,Perempuan,2023,60.42
Kota Surabaya,Perempuan,2018,53.85
Kota Surabaya,Perempuan,2019,56.22
Kota Surabaya,Perempuan,2020,55.35
Kota Surabaya,Perempuan,2021,53.44
Kota Surabaya,Perempuan,2022,55.46
Kota Surabaya,Perempuan,2023,57.61
Kota Batu,Perempuan,2018,56.09
Kota Batu,Perempuan,2019,57.64
Kota Batu,Perempuan,2020,59.75
Kota Batu,Perempuan,2021,61.26
Kota Batu,Perempuan,2022,56.42
Kota Batu,Perempuan,2023,69.48
BANTEN,Perempuan,2018,44.3
BANTEN,Perempuan,2019,45.21
BANTEN,Perempuan,2020,46.62
BANTEN,Perempuan,2021,46.84
BANTEN,Perempuan,2022,47.17
BANTEN,Perempuan,2023,46.16
Pandeglang,Perempuan,2018,41.4
Pandeglang,Perempuan,2019,40.26
Pandeglang,Perempuan,2020,39.84
Pandeglang,Perempuan,2021,42.26
Pandeglang,Perempuan,2022,40.8
Pandeglang,Perempuan,2023,41.92
Lebak,Perempuan,2018,52.48
Lebak,Perempuan,2019,44.71
Lebak,Perempuan,2020,53.16
Lebak,Perempuan,2021,50.45
Lebak,Perempuan,2022,49.31
Lebak,Perempuan,2023,50.06
Tangerang,Perempuan,2018,41.57
Tangerang,Perempuan,2019,47.23
Tangerang,Perempuan,2020,47.14
Tangerang,Perempuan,2021,46.08
Tangerang,Perempuan,2022,50.33
Tangerang,Perempuan,2023,47.98
Serang,Perempuan,2018,42.5
Serang,Perempuan,2019,44.74
Serang,Perempuan,2020,44.78
Serang,Perempuan,2021,46.78
Serang,Perempuan,2022,46.76
Serang,Perempuan,2023,44.15
Kota Tangerang,Perempuan,2018,46.03
Kota Tangerang,Perempuan,2019,47.44
Kota Tangerang,Perempuan,2020,48.45
Kota Tangerang,Perempuan,2021,49.14
Kota Tangerang,Perempuan,2022,47.9
Kota Tangerang,Perempuan,2023,46.7
Kota Cilegon,Perempuan,2018,43.96
Kota Cilegon,Perempuan,2019,42.51
Kota Cilegon,Perempuan,2020,42.44
Kota Cilegon,Perempuan,2021,43.57
Kota Cilegon,Perempuan,2022,48.67
Kota Cilegon,Perempuan,2023,42.22
Kota Serang,Perempuan,2018,47.82
Kota Serang,Perempuan,2019,43.01
Kota Serang,Perempuan,2020,45.24
Kota Serang,Perempuan,2021,45.03
Kota Serang,Perempuan,2022,49.25
Kota Serang,Perempuan,2023,51.65
Kota Tangerang Selatan,Perempuan,2018,44.09
Kota Tangerang Selatan,Perempuan,2019,43.64
Kota Tangerang Selatan,Perempuan,2020,46.14
Kota Tangerang Selatan,Perempuan,2021,47.41
Kota Tangerang Selatan,Perempuan,2022,41.49
Kota Tangerang Selatan,Perempuan,2023,42.15
BALI,Perempuan,2018,70.14
BALI,Perempuan,2019,65.67
BALI,Perempuan,2020,67.86
BALI,Perempuan,2021,67.61
BALI,Perempuan,2022,69.62
BALI,Perempuan,2023,70.63
Jembrana,Perempuan,2018,69.61
Jembrana,Perempuan,2019,56.15
Jembrana,Perempuan,2020,68.94
Jembrana,Perempuan,2021,72.42
Jembrana,Perempuan,2022,75.46
Jembrana,Perempuan,2023,74.67
Tabanan,Perempuan,2018,71.11
Tabanan,Perempuan,2019,67.94
Tabanan,Perempuan,2020,69.84
Tabanan,Perempuan,2021,68.72
Tabanan,Perempuan,2022,70.89
Tabanan,Perempuan,2023,67.17
Badung,Perempuan,2018,62.38
Badung,Perempuan,2019,63.94
Badung,Perempuan,2020,63.82
Badung,Perempuan,2021,67.21
Badung,Perempuan,2022,65.19
Badung,Perempuan,2023,66.21
Gianyar,Perempuan,2018,74.79
Gianyar,Perempuan,2019,69.78
Gianyar,Perempuan,2020,64.36
Gianyar,Perempuan,2021,63.55
Gianyar,Perempuan,2022,75.38
Gianyar,Perempuan,2023,72.53
Klungkung,Perempuan,2018,75.37
Klungkung,Perempuan,2019,71.95
Klungkung,Perempuan,2020,72.01
Klungkung,Perempuan,2021,70.39
Klungkung,Perempuan,2022,74.76
Klungkung,Perempuan,2023,74.82
Bangli,Perempuan,2018,82.68
Bangli,Perempuan,2019,80.38
Bangli,Perempuan,2020,78.11
Bangli,Perempuan,2021,79.16
Bangli,Perempuan,2022,79.42
Bangli,Perempuan,2023,79.56
Karangasem,Perempuan,2018,80.42
Karangasem,Perempuan,2019,77.28
Karangasem,Perempuan,2020,78.31
Karangasem,Perempuan,2021,77.7
Karangasem,Perempuan,2022,82.15
Karangasem,Perempuan,2023,82.52
Buleleng,Perempuan,2018,70.67
Buleleng,Perempuan,2019,60.82
Buleleng,Perempuan,2020,69.4
Buleleng,Perempuan,2021,66
Buleleng,Perempuan,2022,65.18
Buleleng,Perempuan,2023,67.18
Kota Denpasar,Perempuan,2018,63.68
Kota Denpasar,Perempuan,2019,59.88
Kota Denpasar,Perempuan,2020,62.55
Kota Denpasar,Perempuan,2021,61.71
Kota Denpasar,Perempuan,2022,61.94
Kota Denpasar,Perempuan,2023,64.84
NUSA TENGGARA BARAT,Perempuan,2018,54.27
NUSA TENGGARA BARAT,Perempuan,2019,56.36
NUSA TENGGARA BARAT,Perempuan,2020,58.66
NUSA TENGGARA BARAT,Perempuan,2021,59.18
NUSA TENGGARA BARAT,Perempuan,2022,59.16
NUSA TENGGARA BARAT,Perempuan,2023,62.54
Lombok Barat,Perempuan,2018,44.64
Lombok Barat,Perempuan,2019,58.24
Lombok Barat,Perempuan,2020,54.38
Lombok Barat,Perempuan,2021,58.14
Lombok Barat,Perempuan,2022,60.02
Lombok Barat,Perempuan,2023,62.79
Lombok Tengah,Perempuan,2018,57.17
Lombok Tengah,Perempuan,2019,62.49
Lombok Tengah,Perempuan,2020,66.44
Lombok Tengah,Perempuan,2021,65.54
Lombok Tengah,Perempuan,2022,62.59
Lombok Tengah,Perempuan,2023,67.23
Lombok Timur,Perempuan,2018,55.99
Lombok Timur,Perempuan,2019,52.55
Lombok Timur,Perempuan,2020,55.81
Lombok Timur,Perempuan,2021,58.42
Lombok Timur,Perempuan,2022,57.5
Lombok Timur,Perempuan,2023,60.17
Sumbawa,Perempuan,2018,48.86
Sumbawa,Perempuan,2019,46.94
Sumbawa,Perempuan,2020,53.03
Sumbawa,Perempuan,2021,50.13
Sumbawa,Perempuan,2022,55.88
Sumbawa,Perempuan,2023,59.09
Dompu,Perempuan,2018,49.17
Dompu,Perempuan,2019,50.09
Dompu,Perempuan,2020,54.16
Dompu,Perempuan,2021,49.4
Dompu,Perempuan,2022,55.88
Dompu,Perempuan,2023,58.27
Bima,Perempuan,2018,65.76
Bima,Perempuan,2019,63.53
Bima,Perempuan,2020,60.16
Bima,Perempuan,2021,60.48
Bima,Perempuan,2022,63.75
Bima,Perempuan,2023,64.38
Sumbawa Barat,Perempuan,2018,56.81
Sumbawa Barat,Perempuan,2019,51.97
Sumbawa Barat,Perempuan,2020,53.13
Sumbawa Barat,Perempuan,2021,56.05
Sumbawa Barat,Perempuan,2022,62.14
Sumbawa Barat,Perempuan,2023,57.4
Lombok Utara,Perempuan,2018,
Lombok Utara,Perempuan,2019,60.42
Lombok Utara,Perempuan,2020,62.82
Lombok Utara,Perempuan,2021,62.6
Lombok Utara,Perempuan,2022,65.64
Lombok Utara,Perempuan,2023,66.71
Kota Mataram,Perempuan,2018,50.43
Kota Mataram,Perempuan,2019,53.12
Kota Mataram,Perempuan,2020,59.41
Kota Mataram,Perempuan,2021,58
Kota Mataram,Perempuan,2022,51.6
Kota Mataram,Perempuan,2023,58.92
Kota Bima,Perempuan,2018,62.27
Kota Bima,Perempuan,2019,62.04
Kota Bima,Perempuan,2020,65.22
Kota Bima,Perempuan,2021,66.19
Kota Bima,Perempuan,2022,60.14
Kota Bima,Perempuan,2023,69.72
NUSA TENGGARA TIMUR,Perempuan,2018,60.9
NUSA TENGGARA TIMUR,Perempuan,2019,59.74
NUSA TENGGARA TIMUR,Perempuan,2020,63.91
NUSA TENGGARA TIMUR,Perempuan,2021,65.34
NUSA TENGGARA TIMUR,Perempuan,2022,67.87
NUSA TENGGARA TIMUR,Perempuan,2023,68.52
Sumba Barat,Perempuan,2018,54.33
Sumba Barat,Perempuan,2019,62.7
Sumba Barat,Perempuan,2020,61.75
Sumba Barat,Perempuan,2021,65.93
Sumba Barat,Perempuan,2022,65.65
Sumba Barat,Perempuan,2023,73.14
Sumba Timur,Perempuan,2018,67.52
Sumba Timur,Perempuan,2019,57.46
Sumba Timur,Perempuan,2020,62.46
Sumba Timur,Perempuan,2021,62.88
Sumba Timur,Perempuan,2022,73.22
Sumba Timur,Perempuan,2023,78.3
Kupang,Perempuan,2018,55.35
Kupang,Perempuan,2019,45.35
Kupang,Perempuan,2020,60.01
Kupang,Perempuan,2021,60.39
Kupang,Perempuan,2022,62.56
Kupang,Perempuan,2023,67.79
Timor Tengah Selatan,Perempuan,2018,67.08
Timor Tengah Selatan,Perempuan,2019,59.28
Timor Tengah Selatan,Perempuan,2020,62.68
Timor Tengah Selatan,Perempuan,2021,70.66
Timor Tengah Selatan,Perempuan,2022,76.5
Timor Tengah Selatan,Perempuan,2023,75.49
Timor Tengah Utara,Perempuan,2018,65.06
Timor Tengah Utara,Perempuan,2019,60.52
Timor Tengah Utara,Perempuan,2020,70.85
Timor Tengah Utara,Perempuan,2021,71.8
Timor Tengah Utara,Perempuan,2022,75.09
Timor Tengah Utara,Perempuan,2023,68.48
Belu,Perempuan,2018,54.07
Belu,Perempuan,2019,52.59
Belu,Perempuan,2020,57.79
Belu,Perempuan,2021,58.62
Belu,Perempuan,2022,55.19
Belu,Perempuan,2023,57.68
Alor,Perempuan,2018,60.16
Alor,Perempuan,2019,65.72
Alor,Perempuan,2020,70.17
Alor,Perempuan,2021,66.67
Alor,Perempuan,2022,71.12
Alor,Perempuan,2023,78.02
Lembata,Perempuan,2018,57.37
Lembata,Perempuan,2019,58.61
Lembata,Perempuan,2020,60.41
Lembata,Perempuan,2021,56.46
Lembata,Perempuan,2022,65.39
Lembata,Perempuan,2023,73.99
Flores Timur,Perempuan,2018,59.18
Flores Timur,Perempuan,2019,55.01
Flores Timur,Perempuan,2020,63.02
Flores Timur,Perempuan,2021,62.88
Flores Timur,Perempuan,2022,66.09
Flores Timur,Perempuan,2023,62.78
Sikka,Perempuan,2018,60.82
Sikka,Perempuan,2019,54.43
Sikka,Perempuan,2020,63.52
Sikka,Perempuan,2021,66.43
Sikka,Perempuan,2022,64.19
Sikka,Perempuan,2023,66.2
Ende,Perempuan,2018,66.84
Ende,Perempuan,2019,67.19
Ende,Perempuan,2020,65.49
Ende,Perempuan,2021,71.8
Ende,Perempuan,2022,70.25
Ende,Perempuan,2023,72.56
Ngada,Perempuan,2018,66.81
Ngada,Perempuan,2019,61.69
Ngada,Perempuan,2020,62.86
Ngada,Perempuan,2021,65.19
Ngada,Perempuan,2022,72.23
Ngada,Perempuan,2023,70.47
Manggarai,Perempuan,2018,67.8
Manggarai,Perempuan,2019,64.17
Manggarai,Perempuan,2020,69.23
Manggarai,Perempuan,2021,72.02
Manggarai,Perempuan,2022,72.56
Manggarai,Perempuan,2023,75.04
Rote Ndao,Perempuan,2018,62.05
Rote Ndao,Perempuan,2019,60.02
Rote Ndao,Perempuan,2020,61.99
Rote Ndao,Perempuan,2021,62.16
Rote Ndao,Perempuan,2022,61.31
Rote Ndao,Perempuan,2023,60.53
Manggarai Barat,Perempuan,2018,54
Manggarai Barat,Perempuan,2019,62.09
Manggarai Barat,Perempuan,2020,71.34
Manggarai Barat,Perempuan,2021,65.34
Manggarai Barat,Perempuan,2022,73.77
Manggarai Barat,Perempuan,2023,59.69
Sumba Tengah,Perempuan,2018,52.72
Sumba Tengah,Perempuan,2019,56.91
Sumba Tengah,Perempuan,2020,53.39
Sumba Tengah,Perempuan,2021,56.46
Sumba Tengah,Perempuan,2022,67.54
Sumba Tengah,Perempuan,2023,70.48
Sumba Barat Daya,Perempuan,2018,73.57
Sumba Barat Daya,Perempuan,2019,73.74
Sumba Barat Daya,Perempuan,2020,70.17
Sumba Barat Daya,Perempuan,2021,77.17
Sumba Barat Daya,Perempuan,2022,70.42
Sumba Barat Daya,Perempuan,2023,74
Nagekeo,Perempuan,2018,54.42
Nagekeo,Perempuan,2019,58.59
Nagekeo,Perempuan,2020,58.9
Nagekeo,Perempuan,2021,57.51
Nagekeo,Perempuan,2022,61.96
Nagekeo,Perempuan,2023,67.28
Manggarai Timur,Perempuan,2018,54.08
Manggarai Timur,Perempuan,2019,74.14
Manggarai Timur,Perempuan,2020,75.04
Manggarai Timur,Perempuan,2021,75.84
Manggarai Timur,Perempuan,2022,77.63
Manggarai Timur,Perempuan,2023,77.56
Sabu Raijua,Perempuan,2018,70.34
Sabu Raijua,Perempuan,2019,64.89
Sabu Raijua,Perempuan,2020,68.97
Sabu Raijua,Perempuan,2021,63.17
Sabu Raijua,Perempuan,2022,72.13
Sabu Raijua,Perempuan,2023,71.64
Malaka,Perempuan,2018,61.74
Malaka,Perempuan,2019,64.47
Malaka,Perempuan,2020,58.11
Malaka,Perempuan,2021,61.21
Malaka,Perempuan,2022,69.34
Malaka,Perempuan,2023,67.11
Kota Kupang,Perempuan,2018,49.94
Kota Kupang,Perempuan,2019,49.67
Kota Kupang,Perempuan,2020,53.7
Kota Kupang,Perempuan,2021,52.45
Kota Kupang,Perempuan,2022,52.81
Kota Kupang,Perempuan,2023,51.78
KALIMANTAN BARAT,Perempuan,2018,53.07
KALIMANTAN BARAT,Perempuan,2019,52.92
KALIMANTAN BARAT,Perempuan,2020,53.86
KALIMANTAN BARAT,Perempuan,2021,53.43
KALIMANTAN BARAT,Perempuan,2022,52.51
KALIMANTAN BARAT,Perempuan,2023,53.11
Sambas,Perempuan,2018,58.42
Sambas,Perempuan,2019,59.09
Sambas,Perempuan,2020,63.3
Sambas,Perempuan,2021,60.96
Sambas,Perempuan,2022,62.66
Sambas,Perempuan,2023,59.39
Bengkayang,Perempuan,2018,65.38
Bengkayang,Perempuan,2019,59
Bengkayang,Perempuan,2020,63.29
Bengkayang,Perempuan,2021,56.43
Bengkayang,Perempuan,2022,53.35
Bengkayang,Perempuan,2023,58.58
Landak,Perempuan,2018,62.93
Landak,Perempuan,2019,54.85
Landak,Perempuan,2020,58.32
Landak,Perempuan,2021,57.46
Landak,Perempuan,2022,58.95
Landak,Perempuan,2023,56.61
Mempawah,Perempuan,2018,47.31
Mempawah,Perempuan,2019,44.43
Mempawah,Perempuan,2020,47.82
Mempawah,Perempuan,2021,41
Mempawah,Perempuan,2022,43.99
Mempawah,Perempuan,2023,50.72
Sanggau,Perempuan,2018,58.85
Sanggau,Perempuan,2019,50.94
Sanggau,Perempuan,2020,53.6
Sanggau,Perempuan,2021,53.59
Sanggau,Perempuan,2022,51.65
Sanggau,Perempuan,2023,52.59
Ketapang,Perempuan,2018,44.39
Ketapang,Perempuan,2019,44
Ketapang,Perempuan,2020,36.94
Ketapang,Perempuan,2021,43.83
Ketapang,Perempuan,2022,35.29
Ketapang,Perempuan,2023,47.81
Sintang,Perempuan,2018,56.34
Sintang,Perempuan,2019,58.65
Sintang,Perempuan,2020,65.09
Sintang,Perempuan,2021,66.93
Sintang,Perempuan,2022,61.09
Sintang,Perempuan,2023,60.2
Kapuas Hulu,Perempuan,2018,65.97
Kapuas Hulu,Perempuan,2019,69.29
Kapuas Hulu,Perempuan,2020,61.64
Kapuas Hulu,Perempuan,2021,58.39
Kapuas Hulu,Perempuan,2022,67.57
Kapuas Hulu,Perempuan,2023,60.77
Sekadau,Perempuan,2018,63.94
Sekadau,Perempuan,2019,64.35
Sekadau,Perempuan,2020,65.29
Sekadau,Perempuan,2021,58.16
Sekadau,Perempuan,2022,60.86
Sekadau,Perempuan,2023,57.73
Melawi,Perempuan,2018,60.03
Melawi,Perempuan,2019,60.84
Melawi,Perempuan,2020,60.87
Melawi,Perempuan,2021,57.31
Melawi,Perempuan,2022,60.13
Melawi,Perempuan,2023,59.2
Kayong Utara,Perempuan,2018,46.95
Kayong Utara,Perempuan,2019,49.32
Kayong Utara,Perempuan,2020,46.72
Kayong Utara,Perempuan,2021,46.17
Kayong Utara,Perempuan,2022,51.69
Kayong Utara,Perempuan,2023,57.37
Kubu Raya,Perempuan,2018,41.31
Kubu Raya,Perempuan,2019,47.04
Kubu Raya,Perempuan,2020,51.59
Kubu Raya,Perempuan,2021,51.18
Kubu Raya,Perempuan,2022,47.15
Kubu Raya,Perempuan,2023,45.7
Kota Pontianak,Perempuan,2018,44.51
Kota Pontianak,Perempuan,2019,45.97
Kota Pontianak,Perempuan,2020,44.83
Kota Pontianak,Perempuan,2021,47.84
Kota Pontianak,Perempuan,2022,46.4
Kota Pontianak,Perempuan,2023,45.88
Kota Singkawang,Perempuan,2018,47.27
Kota Singkawang,Perempuan,2019,53.36
Kota Singkawang,Perempuan,2020,50.19
Kota Singkawang,Perempuan,2021,49.68
Kota Singkawang,Perempuan,2022,52.72
Kota Singkawang,Perempuan,2023,48.41
KALIMANTAN TENGAH,Perempuan,2018,51.82
KALIMANTAN TENGAH,Perempuan,2019,51.53
KALIMANTAN TENGAH,Perempuan,2020,50.57
KALIMANTAN TENGAH,Perempuan,2021,51.12
KALIMANTAN TENGAH,Perempuan,2022,47.68
KALIMANTAN TENGAH,Perempuan,2023,48.13
Kotawaringin Barat,Perempuan,2018,52.54
Kotawaringin Barat,Perempuan,2019,55.32
Kotawaringin Barat,Perempuan,2020,54.41
Kotawaringin Barat,Perempuan,2021,51.39
Kotawaringin Barat,Perempuan,2022,48.25
Kotawaringin Barat,Perempuan,2023,46.58
Kotawaringin Timur,Perempuan,2018,45.97
Kotawaringin Timur,Perempuan,2019,46.7
Kotawaringin Timur,Perempuan,2020,46.47
Kotawaringin Timur,Perempuan,2021,46.59
Kotawaringin Timur,Perempuan,2022,34.73
Kotawaringin Timur,Perempuan,2023,40.55
Kapuas,Perempuan,2018,52.58
Kapuas,Perempuan,2019,50.52
Kapuas,Perempuan,2020,53.67
Kapuas,Perempuan,2021,53.98
Kapuas,Perempuan,2022,48.18
Kapuas,Perempuan,2023,48.49
Barito Selatan,Perempuan,2018,42.61
Barito Selatan,Perempuan,2019,54.28
Barito Selatan,Perempuan,2020,47.09
Barito Selatan,Perempuan,2021,43.1
Barito Selatan,Perempuan,2022,47.89
Barito Selatan,Perempuan,2023,47.39
Barito Utara,Perempuan,2018,60.23
Barito Utara,Perempuan,2019,53.63
Barito Utara,Perempuan,2020,56.97
Barito Utara,Perempuan,2021,53.15
Barito Utara,Perempuan,2022,52.06
Barito Utara,Perempuan,2023,52.09
Sukamara,Perempuan,2018,56.91
Sukamara,Perempuan,2019,56.34
Sukamara,Perempuan,2020,45.7
Sukamara,Perempuan,2021,56.69
Sukamara,Perempuan,2022,50.42
Sukamara,Perempuan,2023,55.44
Lamandau,Perempuan,2018,47.98
Lamandau,Perempuan,2019,48.44
Lamandau,Perempuan,2020,50.82
Lamandau,Perempuan,2021,50.05
Lamandau,Perempuan,2022,52.46
Lamandau,Perempuan,2023,46
Seruyan,Perempuan,2018,55.81
Seruyan,Perempuan,2019,49.02
Seruyan,Perempuan,2020,46.9
Seruyan,Perempuan,2021,52.66
Seruyan,Perempuan,2022,50.31
Seruyan,Perempuan,2023,45.22
Katingan,Perempuan,2018,51.34
Katingan,Perempuan,2019,49.2
Katingan,Perempuan,2020,43.65
Katingan,Perempuan,2021,42.25
Katingan,Perempuan,2022,43.11
Katingan,Perempuan,2023,41.32
Pulang Pisau,Perempuan,2018,52.38
Pulang Pisau,Perempuan,2019,59.29
Pulang Pisau,Perempuan,2020,55.99
Pulang Pisau,Perempuan,2021,57.81
Pulang Pisau,Perempuan,2022,54.64
Pulang Pisau,Perempuan,2023,59.49
Gunung Mas,Perempuan,2018,60.13
Gunung Mas,Perempuan,2019,54.72
Gunung Mas,Perempuan,2020,51.96
Gunung Mas,Perempuan,2021,51.41
Gunung Mas,Perempuan,2022,53.13
Gunung Mas,Perempuan,2023,51.86
Barito Timur,Perempuan,2018,67.96
Barito Timur,Perempuan,2019,63.4
Barito Timur,Perempuan,2020,70.29
Barito Timur,Perempuan,2021,71.18
Barito Timur,Perempuan,2022,65.54
Barito Timur,Perempuan,2023,63.44
Murung Raya,Perempuan,2018,50.28
Murung Raya,Perempuan,2019,46.34
Murung Raya,Perempuan,2020,41.9
Murung Raya,Perempuan,2021,47.14
Murung Raya,Perempuan,2022,50.43
Murung Raya,Perempuan,2023,48.74
Kota Palangka Raya,Perempuan,2018,47.8
Kota Palangka Raya,Perempuan,2019,49
Kota Palangka Raya,Perempuan,2020,46.86
